cells_areashape_area	cells_areashape_eccentricity	cells_areashape_extent	cells_areashape_formfactor	cells_areashape_majoraxislength	cells_areashape_minoraxislength	cells_areashape_orientation	cells_areashape_perimeter	cells_location_center_x	cells_location_center_y	cells_neighbors_anglebetweenneighbors_2	cells_neighbors_firstclosestobjectnumber_2	cells_neighbors_firstclosestxvector_2	cells_neighbors_firstclosestyvector_2	cells_neighbors_numberofneighbors_2	cells_neighbors_percenttouching_2	cells_neighbors_secondclosestobjectnumber_2	cells_neighbors_secondclosestxvector_2	cells_neighbors_secondclosestyvector_2	nuclei_areashape_area	nuclei_areashape_eccentricity	nuclei_areashape_extent	nuclei_areashape_formfactor	nuclei_areashape_majoraxislength	nuclei_areashape_minoraxislength	nuclei_areashape_orientation	nuclei_areashape_perimeter	nuclei_location_center_x	nuclei_location_center_y	perinuclei_areashape_area	perinuclei_areashape_eccentricity	perinuclei_areashape_formfactor	perinuclei_areashape_majoraxislength	perinuclei_areashape_minoraxislength	perinuclei_areashape_orientation	perinuclei_areashape_perimeter	perinuclei_location_center_x	perinuclei_location_center_y	perinuclei_parent_expandednuclei	perinuclei_parent_nuclei
-0.25200509231793433	0.004862209302505305	0.0428934030715352	0.08555427050506273	-0.23409240557085842	-0.23657761596361637	-0.007554695446213705	-0.23643258512841	0.10935882412608622	0.014841857981412496	0.003994462386417393	0.13577502232779917	-0.008963169553326973	0.0004738842302769756	-0.054750687630857386	0.07644535421632451	0.13398161467223224	-0.022054895254775716	0.0003513565141759238	-0.2996069360468794	-0.024161371831010605	0.04815226115633126	0.046426577298483734	-0.27050048741155136	-0.24126701586742239	-0.009366023591339746	-0.29427521446748783	0.10911058392783843	0.01489157300433115	-0.2846357001999052	0.04198412945616162	0.07858551266567607	-0.27768889610088116	-0.25900552127495874	-0.006838326180180342	-0.30775571705388655	0.10912116954114004	0.014904764352805426	0.1370016659905445	0.1370016659905445
0.060838151981997435	-0.02320059585234799	0.03260787740755133	0.04592067988676696	0.03964385260680804	0.06425556887579918	0.0017788379536440254	0.029152377470591857	0.3467418722376101	-0.000997922299946149	0.029615366889182194	0.35140799147419266	-0.0412970393501054	-0.0013432827222379002	0.1059789911611431	0.06885980461657049	0.3508704984259094	-0.0391633929968565	0.00101829241631058	0.12205320651323034	0.01026400383549648	-0.026456141441833895	-0.019840260221159915	0.11074097034965487	0.09928605662972627	0.008547288715860914	0.12305992934582367	0.3467741211831641	-0.0009619327251711477	0.12014821772807599	-0.024793267523982924	-0.02157675065326056	0.10937767007002791	0.11094539646652755	0.010582045345978584	0.12665574410279956	0.34678894624184575	-0.0009931548434371571	0.3530024423100452	0.3530024423100452
-0.05134334231660907	0.23565483608207785	-0.13014827187162936	-0.12433174906577737	0.0839068420834106	-0.13761523297648018	-0.0010273044283636637	0.013148223300374724	0.019660535831892596	0.005799353559311784	-0.019863662341937375	0.008204673389417992	-0.006461553520966635	-0.011497498301602136	-0.08111633214005474	-0.03953190786700364	0.009473926930987059	-0.0019952089222100965	0.012152539994418477	-0.051081824744277006	0.3910549021434581	-0.29150852438658453	-0.38530366319495035	0.1995208945090781	-0.24621208748445036	-0.006386657172290594	0.09137269898953702	0.01969178059615572	0.005792722008387595	-0.08608569412095046	0.43703713372330305	-0.27763316307373564	0.17184610037287693	-0.26066564657651026	-0.004312931745097268	0.04547624866548081	0.019713114530992358	0.0058461691983297225	0.008729810852991314	0.008729810852991314
-0.06240010847667496	-0.037719056470842866	0.10421460623745138	0.1348559024163322	-0.09146170372100024	-0.05155084392066103	0.013220592712773982	-0.1157752080635206	-0.033616448773213	-0.5416414613884565	0.03624417105511253	-0.0008603653945059291	0.010881999678909968	0.09432862115954796	0.05169436125995372	0.1252977237909082	-0.001429700706397037	0.007601220309470889	0.12201816356654445	0.03267369462081418	0.007045464562923724	-0.008853615909795283	-0.04125352849078346	0.03481970094486993	0.024694123957409313	0.009859817082326526	0.0453079528341071	-0.03364151149947965	-0.5413536784888864	-0.004806819931902219	0.018413672423669845	-0.072824077688615	0.030582794857281454	0.002221069652890676	0.009660353504459866	0.029793868408125004	-0.03363660681107917	-0.5413722587558355	-0.002412311199977716	-0.002412311199977716
0.1790836539322723	0.13695960076963531	-0.31037794192420665	-0.4282634913970922	0.2765690282399422	0.13723704439876305	-0.0007984227090894191	0.35094213249218764	0.11045680427873245	-0.17585359902210887	-0.08685093237451212	0.013788641353875728	-0.020367583082771833	0.02005879175179942	-0.138829218072312	-0.36493595149042946	0.012690494238694044	-0.031079389800785878	0.0429578245895243	-0.13230656435759813	-0.022361081182753168	0.04774116657683992	0.08805459500718245	-0.13069745729401577	-0.10681417429639581	-0.005116969467404144	-0.1564017250021198	0.11026632667443402	-0.17612330376100457	-0.026018405496076827	-0.05827240687664939	0.19898292991288746	-0.12608566003707858	-0.0456306591432263	-0.005213148665847106	-0.1194682227407748	0.11022357725527132	-0.17610375539761164	0.01641496132694702	0.01641496132694702
0.014818215471797094	-0.024730321302553218	0.02655531987170586	0.006357621440721155	0.0029367219376559978	0.01943687660089448	0.4388518275802644	0.007434684072371467	0.006964395837297355	0.00784344103064294	-0.03526151851566656	-0.008375410317900575	-0.02096498492360345	-0.0021711566968613243	-0.033079844515917965	-0.016676912933886633	-0.00476185213123706	0.0073265382714706746	-0.013748866838748758	-0.008942707902471658	-0.006975477755612904	0.010165579385370705	-0.01278483145763551	-0.011015565806973977	-0.004167858705147553	0.626755996630221	-0.005599691040074299	0.006737092158853596	0.007843092051618027	-0.021990788523117203	0.014345846198945727	-0.02327068463613379	-0.006176519806848908	-0.01891598764281951	0.6375513094090429	-0.010384158833936896	0.006768640599162489	0.007851962960934579	-0.006152662694667031	-0.006152662694667031
-0.14546002604439381	0.2976863768105721	-0.41231951055936933	-0.18503421944377652	0.046770542811812504	-0.19319243048801094	0.020265285991093562	-0.012989241348115355	-0.08149747627717314	0.005838274202613236	0.503102619592003	0.03243960240951434	0.07093493054058993	0.002293381137477719	0.48237900697805136	0.2684687780844017	0.03190754070624633	0.06630454717965585	0.014194890157958264	-0.00043909520721776803	-0.009049088370703574	-0.048813116462188104	0.10459083268763923	-0.002743562689104868	0.00117472661131962	0.05594629359546188	-0.025411740134125768	-0.08125894514808618	0.006160117332895281	0.07844999848694949	-0.058332424664936926	0.14761556340414456	0.006692709159785495	0.06139417864112806	0.05016241785246238	0.014598734149214802	-0.08124426529237229	0.006204368855531539	0.025208426381615447	0.025208426381615447
0.32660035664445847	-0.35966982429510785	0.16206628171974718	0.10269061947125852	0.09837541782196006	0.4145549227000729	-0.005976846034555269	0.19981015908526023	-0.018264191880702274	0.0018239358227370162	0.11047589689652587	-0.003089696179077811	0.10036024510590491	0.07343460367926496	0.3790320598616157	0.27471219151630366	-0.020718159929036525	-0.0722531114482377	-0.07230923781284677	-0.1714165579287444	0.1866520093341983	-0.18821155447678267	-0.12137039081983227	-0.05535887117459868	-0.22624335651361832	0.001132311181774346	-0.1154753821226163	-0.018352906926127142	0.0023062603069476197	-0.023493117603806096	0.08796463053136966	0.1455038845945824	-0.09935456049249553	-0.1262218793486669	-0.012864031526260514	-0.09637710317274821	-0.0183970090908291	0.0021914265229760164	-0.01165553743602276	-0.01165553743602276
-0.01989222990335256	-0.1838898854763744	-0.06142049629869589	-0.025401905753980856	-0.08297771028814752	0.06933634126760581	0.0005205623491791461	0.0018763647688012502	-0.019000376070456557	0.0006721555838390958	0.023725314185287873	-0.04973860037169243	-0.6212429236986365	-0.2179197990023715	0.038501166028655553	-0.040867234992710944	0.08417555617284149	0.6375124868360136	0.2063801375280473	-0.040279931962426845	0.004144422967779948	-0.173500747519994	-0.09599439977678909	-0.016248512177268967	-0.03127093588578963	-0.00926974679144303	0.005723506037926479	-0.020414663665196037	-7.074643433471457e-05	0.03403800751943435	-0.05322538819188613	0.063497489192682	-0.04456463817018504	0.009810461258021158	-0.013390037593332089	0.0039547237956120695	-0.01992732894458294	0.00011986369196662537	0.008923497348509057	0.008923497348509057
0.0844718371124627	0.0714491869858445	0.08899523184692221	0.05139976327812998	0.09221333952947211	0.026727546941838147	0.0291725751767078	0.03378678829039777	0.0015910451209128831	0.014825512788223999	-0.0052116249686704474	0.013681668528635116	0.19457772957929795	-0.671857169029684	0.043926243369086404	0.07862266913018068	-0.021314241399374607	-0.13542252148751266	0.6418511598728085	0.010169092413851978	0.02300126463461942	0.12975908805522865	0.0851069660153536	-0.0016161051361180388	-0.007448296675450652	-0.007202732766602031	-0.03376918783882935	0.002393546162253087	0.011385460187007824	-0.047540582670206694	0.06795721758277869	-0.0407709722364558	0.020597328191573876	-0.03541197112201627	-0.0014196983725743666	-0.030384353059945846	0.002240833197156989	0.012141135964530722	-0.003550607655439056	-0.003550607655439056
