k	within_cluster_variance	explained_variance	total_variance	BIC	
50	1.2291274648715969	0.7541745070601854	5.000000000701815	2313.0245608308937	
100	0.9228383068703854	0.8154323386518294	5.000000000701815	4615.303364666938	
