well	gene	sirna	image_idx	object_idx	is_infected	cells_areashape_area	cells_areashape_eccentricity	cells_areashape_extent	cells_areashape_formfactor	cells_areashape_majoraxislength	cells_areashape_minoraxislength	cells_areashape_orientation	cells_areashape_perimeter	cells_children_bacteria_count	cells_children_invasomes_count	cells_location_center_x	cells_location_center_y	cells_neighbors_anglebetweenneighbors_2	cells_neighbors_firstclosestobjectnumber_2	cells_neighbors_firstclosestxvector_2	cells_neighbors_firstclosestyvector_2	cells_neighbors_numberofneighbors_2	cells_neighbors_percenttouching_2	cells_neighbors_secondclosestobjectnumber_2	cells_neighbors_secondclosestxvector_2	cells_neighbors_secondclosestyvector_2	cells_parent_nuclei	nuclei_areashape_area	nuclei_areashape_eccentricity	nuclei_areashape_extent	nuclei_areashape_formfactor	nuclei_areashape_majoraxislength	nuclei_areashape_minoraxislength	nuclei_areashape_orientation	nuclei_areashape_perimeter	nuclei_children_cells_count	nuclei_children_perinuclei_count	nuclei_location_center_x	nuclei_location_center_y	perinuclei_areashape_area	perinuclei_areashape_eccentricity	perinuclei_areashape_formfactor	perinuclei_areashape_majoraxislength	perinuclei_areashape_minoraxislength	perinuclei_areashape_orientation	perinuclei_areashape_perimeter	perinuclei_location_center_x	perinuclei_location_center_y	perinuclei_parent_expandednuclei	perinuclei_parent_nuclei	prediction	f_0	f_1	f_2	f_3	f_4	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49	r_50	r_51	r_52	r_53	r_54	r_55	r_56	r_57	r_58	r_59	r_60	r_61	r_62	r_63	r_64	r_65	r_66	r_67	r_68	r_69	r_70	r_71	r_72	r_73	r_74	r_75	r_76	r_77	r_78	r_79	r_80	r_81	r_82	r_83	r_84	r_85	r_86	r_87	r_88	r_89	r_90	r_91	r_92	r_93	r_94	r_95	r_96	r_97	r_98	r_99
a02	abl2	none	13	26	1	1.0974977	0.42566106	-2.1093216	-1.7715129	1.5259635	1.4501137	-1.1521801999999999	2.21037	0	3	-0.9555384	1.4496924	-0.29841205	-1.2772708000000002	-2.8678093	-0.9686062	-1.5973815	-3.1066492	-1.028938	1.1953917	-2.2553391	-1.10590729909609	1.161827	0.68638074	-0.04411844	0.26505345	1.2165333	0.5899460999999999	-0.6833906	0.7604774000000001	1	1	-0.9749972	1.3859233999999998	1.1744721000000002	0.65137756	-0.20829926	1.4294204	0.7170956999999999	-0.7272828	0.99744165	-0.9763620999999999	1.3860711000000001	-1.1059073	-1.1059073	27	-0.01580389030277729	-0.02168150246143341	0.0010804528137668967	0.01418006792664528	-0.013187415897846222	5.337796662590563e-23	1.3399115912185893e-21	0.008019981678532757	4.215887674460261e-21	5.337796662590563e-23	5.337796903188764e-23	1.1890367735985388e-08	4.0886324508049605e-10	5.337796662590563e-23	5.337796662590563e-23	5.337796662590563e-23	5.492848419776364e-23	0.0017816057650650082	1.5751627159032712e-07	5.33779666259064e-23	5.337796662590563e-23	5.337796662590563e-23	8.183800559442066e-15	5.337796662676211e-23	5.337796662590563e-23	0.014607621283826594	5.337796662590563e-23	5.612678261403129e-11	5.338433936498421e-23	5.337796662590563e-23	1.11920675580872e-06	5.341503609320842e-23	0.6106241898576145	5.337796662590563e-23	5.337796662590563e-23	5.337955565711175e-23	3.702796358184284e-16	3.36664715979546e-13	3.9354389594462035e-14	5.337796662590563e-23	3.0117647309133546e-17	9.419492817027772e-11	5.359252462580959e-23	5.337796662590563e-23	5.337796662590563e-23	5.337796663420622e-23	5.337796662590563e-23	5.337803629688971e-23	5.337796669102065e-23	5.337796662590563e-23	5.337796662590563e-23	5.337796662590563e-23	1.5702564262418994e-13	5.338018047878684e-23	5.337801485604132e-23	5.337796662590563e-23	0.0008161815310892474	5.337796662590563e-23	5.337796662590563e-23	5.337796662590563e-23	5.0909240802434255e-19	6.001447403656799e-05	5.337796662590563e-23	1.876028475275753e-15	5.337796662590563e-23	5.337796662590563e-23	3.495856760829255e-08	1.887260956281496e-19	8.153207334356196e-09	0.3591569131576641	2.217337037959423e-15	5.337796662590563e-23	5.337797757428667e-23	5.337796662590563e-23	5.337796662590563e-23	5.337796662590563e-23	5.337796662590563e-23	5.337796662590563e-23	5.337796662590563e-23	1.074842452267196e-21	5.337796662590563e-23	5.6712439724292e-07	5.762801494527412e-23	5.337796662590563e-23	5.337796662590563e-23	5.337796662590563e-23	0.003040406268670086	5.344653878306167e-23	5.337796662590563e-23	5.337796662590563e-23	1.6669893346528885e-05	5.337796662590563e-23	5.337796662590587e-23	5.337796662590563e-23	5.337796662590563e-23	5.337796662590563e-23	1.4686550108443122e-13	0.0018745166807093835	5.337796662590563e-23	5.337796662590563e-23	5.337796662590563e-23	5.337796662590563e-23	5.337796662590563e-23	5.337796662590563e-23	2.1316968888753016e-16
b02	abl2	none	228	74	0	-0.35608247	0.3515729	-1.0188019	-1.4555306000000001	-0.09615418	-0.11424657	-1.2903768999999998	0.46593377	0	0	-0.055826835	-0.97153974	-0.6429887	-0.32936823	-0.8885083	0.3619394	-2.1752439	-2.0525975	-0.2790127	0.69996065	2.328991	-0.31022270858885304	-1.6949838	-0.18793853	-1.0579584	-0.30451864	-1.8118291000000002	-1.5459825	-1.3124186000000002	-1.5836676	1	1	-0.07437752	-0.96445227	-2.0500011000000002	1.0012132	-0.6236113	-1.7475241000000001	-2.1154387000000003	-1.1787629	-1.7014686999999997	-0.065057755	-0.97384554	-0.31022272	-0.31022272	27	0.010583925060927868	0.0008785657119005919	-0.016249775886535645	0.0011387767735868692	-0.02009047381579876	6.181386193280275e-23	5.346481618698139e-17	5.408295265792412e-16	2.596192861947068e-06	6.181386193280275e-23	6.181386193280275e-23	6.181386193280275e-23	2.9190084023051672e-09	6.181386193280275e-23	6.801285702743657e-07	6.181386193280275e-23	1.9176546472982107e-08	6.181386193280275e-23	6.181386193280275e-23	1.4562038859709515e-13	6.181386193280275e-23	2.814631398205621e-13	2.607979468444991e-10	6.181460693311922e-23	1.8918704871721132e-05	6.181397174928008e-23	6.181386193280275e-23	4.9001409629890784e-11	6.181386193280275e-23	6.181386193280275e-23	2.1384427676284352e-08	6.181386193280275e-23	0.9280825249365208	1.331675226348469e-13	6.752527960829881e-16	1.3867820702827343e-20	6.181386295055375e-23	6.719816176365863e-10	6.181386193280275e-23	6.303458641145031e-23	6.181386193280275e-23	6.181386193280275e-23	6.181386193288506e-23	1.0701422948568096e-21	4.47557286456144e-05	6.181386193280275e-23	3.6199554468947966e-05	6.248546945778353e-23	6.181386195960728e-23	6.181386193280275e-23	9.263548208761092e-11	6.181386193280275e-23	1.4218513170143768e-14	6.181386193280275e-23	1.3778789398629232e-16	1.1580170899423616e-08	2.390369956060277e-12	6.181386193280275e-23	6.181386193280275e-23	0.0001123800922487128	6.181386193280275e-23	1.847153939861104e-11	6.181386193280275e-23	1.2228568478889924e-12	6.181386193338782e-23	0.033746275596154035	6.181386193280275e-23	6.181386193280275e-23	6.181386193280275e-23	6.181386193280275e-23	6.181386193280275e-23	6.18626521283651e-23	2.3200213433925276e-07	8.15793227183328e-05	1.4797073540008072e-05	6.181386193623892e-23	6.181386193280275e-23	6.181386193280275e-23	0.03734478338171076	8.229917640865345e-23	4.4195131518389277e-10	6.181386193280275e-23	6.181399250085753e-23	1.0983141161454257e-06	6.181386193280275e-23	6.56034720472975e-19	6.97158916814174e-23	6.181386193280275e-23	6.181386193280275e-23	6.181386193290537e-23	0.00041326005248035577	6.485244340918865e-20	6.181386193280275e-23	6.181386194405245e-23	6.181386193280275e-23	4.849284004020897e-09	6.181386224931135e-23	6.181386198098202e-23	6.181386193280275e-23	5.239752443942566e-22	3.511310366709047e-13	8.918228196074104e-14	7.782104763760184e-05	2.2036422413895668e-05	6.181386193280277e-23
a01	ptk2	none	8	38	1	0.7167561	0.86384004	-1.8920553	-1.7892658	2.6955123	1.5418355	1.6340143999999999	1.9071796000000003	0	2	0.22594382	0.43172443	-1.3346648	-0.8282643	2.7623882	0.7042314000000001	-2.1752439	-1.926777	-0.8622879999999999	0.9818442	2.6196501	-0.906986151469277	-0.401901	0.48838148	-1.4078918	-0.2953657	-0.14026754	-0.39965636	-0.74576586	-0.23158929	1	1	0.2515301	0.27701590000000004	0.067950465	0.07982179	0.43071857	-0.27215067	-0.098799944	-0.75264746	-0.124795474	0.25169125	0.27816996	-0.9069862	-0.9069862	27	-0.0012823253637179732	-0.018886085599660873	-0.009318089112639429	0.006602542009204626	-0.018975453451275826	1.3442813596133208e-05	1.1971382291472767e-21	7.241435423743e-08	2.8245253826480946e-10	6.908397281080445e-23	6.908397281081377e-23	6.908397281080445e-23	3.806481517761321e-12	6.908397281080445e-23	6.946512524764027e-23	6.908397281080445e-23	1.4025948060334906e-13	6.908397281080445e-23	6.908397281080445e-23	2.0140593118358271e-16	6.908397281080445e-23	6.908397281080445e-23	4.199743193509192e-13	6.908397281080445e-23	1.4808727371468864e-17	2.553868314998256e-13	6.908397281080445e-23	8.124747172070536e-16	6.908397281080445e-23	6.908397281080445e-23	5.554823586904489e-07	6.908397281080445e-23	0.9349867298323168	1.1859199483849176e-08	6.908397281080445e-23	2.5830859925848715e-06	5.74549676260922e-19	5.220596167511075e-07	6.908397281083332e-23	5.721402925206152e-18	0.017926926548188036	6.908397281080445e-23	7.887925198971964e-23	6.908397281080445e-23	1.5126102944268507e-19	6.908397306260874e-23	6.908397281080445e-23	2.1803083250311303e-16	6.911216123785287e-23	6.908397281080445e-23	6.909780669921646e-23	6.908397281080445e-23	1.86963073917789e-11	6.908397281080445e-23	2.4376063571369824e-13	1.0890138128652013e-17	1.0579295580278393e-07	6.908397281080445e-23	6.908397281080445e-23	6.908397281080463e-23	2.2493062409896352e-13	1.176454582579156e-09	6.908397281080445e-23	0.013928532992924918	6.908397281080445e-23	6.908397281080445e-23	6.956120446215929e-23	7.731288152343499e-20	6.90842397362751e-23	6.908397281080445e-23	6.908397281080445e-23	6.908397281080445e-23	3.8419933179497176e-05	1.0872062377064462e-14	6.911543671229392e-23	6.908397281080445e-23	6.974482139733459e-23	6.908397281080445e-23	6.908397330697322e-23	5.813674985890706e-05	6.908397304250387e-23	6.934346915842464e-23	6.908397455246431e-23	3.4908954031612e-17	6.908397281080445e-23	6.908397281080445e-23	9.571393149702913e-11	1.005006417252183e-18	6.908397281080445e-23	6.908397281080445e-23	0.033043089561382244	1.0655203127700617e-19	6.908400331686344e-23	6.908397281080445e-23	6.908397281080445e-23	6.908397281080445e-23	2.135499768344649e-21	8.732208082639763e-10	6.6352341131186705e-15	6.908397281080445e-23	3.1054382235125107e-19	6.908397281080446e-23	6.908397281080445e-23	8.684224279822059e-07	6.908397508139832e-23
a23	ptk2	none	200	38	0	0.28132892	0.03691069	0.20575593	-0.5554182	0.13362408	0.4651019	-0.11436002	0.40766090000000005	0	0	-0.719102	0.07162774	0.58890146	-0.86152405	0.08251635	1.4682003000000001	0.7140681999999999	0.35383248	-0.97894305	-1.2047487	-1.2034035	-0.906986151469277	-1.3809017	1.12145	-1.49248	-0.54531664	-0.78535974	-1.8395607	-0.34148702	-1.1384119	1	1	-0.7161042	0.04553156	-0.64523727	0.6073847	1.5445886999999998	-1.0609548	-1.2267253	-0.42037299999999994	-1.0827533	-0.71600753	0.04733455599999999	-0.9069862	-0.9069862	27	-0.0006696240161545575	0.003010194981470704	-0.005411244463175535	0.006994508672505617	-0.008123066276311873	5.721695064093637e-24	3.125462680026319e-08	6.579258730466601e-05	1.028946061212346e-07	5.721695064093637e-24	5.721695064358977e-24	5.721695064093637e-24	0.001420443944231534	7.197614638710383e-24	1.368410976401644e-07	5.721695064093637e-24	1.5723946585179592e-10	5.721695064093637e-24	5.721695064093637e-24	4.5072620106692214e-20	5.721695064093637e-24	0.0006165466015420968	0.01631522635479348	5.8511526616860667e-08	0.00014687233368450338	4.4019742829468746e-05	5.7216950952431676e-24	0.02731177679966471	0.014616603550833631	7.102460960715941e-24	1.0157282422225605e-06	8.656988964592419e-22	0.8196465933921971	5.7216950644149966e-24	5.349248066151728e-15	2.3984249264508153e-05	0.00011135970277236384	1.2895712300897682e-13	7.335550009004475e-15	2.0749012494235982e-08	3.69466405418504e-10	5.721695064093637e-24	4.942286316279977e-05	5.734345998657832e-24	1.7487505969117552e-20	5.721695064093637e-24	5.721695064093792e-24	1.4565623830892233e-19	5.7216950640936385e-24	5.721695064093637e-24	8.175012593777794e-10	5.721695064093637e-24	5.667358229258299e-07	5.7216950640939316e-24	3.380113794177628e-07	1.0425703669988047e-20	0.003602404689252599	5.721695064093637e-24	5.721695064093637e-24	8.568196303122554e-06	5.721695064093637e-24	5.721695064093637e-24	2.826983022831756e-20	2.475237446403288e-06	1.3494600239083314e-10	8.428828249082005e-15	3.331350759449735e-12	2.9119055290948726e-22	1.1416861039675376e-22	5.721695064093637e-24	5.721700589531241e-24	5.250768387472165e-11	0.009890069753629709	1.8961825070978287e-10	5.721695064093637e-24	5.721695064093637e-24	5.765550391174713e-24	6.179037323055733e-16	0.10409942627126983	0.0019117855533492085	5.721811926407612e-24	5.722271836608655e-24	1.4856967090460795e-07	5.1544360044495224e-14	1.7638023768138335e-07	4.073237075188167e-06	2.7880337534412672e-05	2.993082617142342e-13	5.721695064093637e-24	1.0996299807663522e-16	3.148833123446592e-06	1.8307622855484843e-07	5.721695064093637e-24	5.7606848329787835e-24	5.722732546116175e-24	3.1171729248326117e-09	2.3144811737855026e-13	5.8872681668063746e-05	1.9803704905656185e-05	6.088350453231909e-08	4.829116835237053e-09	9.432156804895027e-22	5.721695064158952e-24	5.7216950648779665e-24	7.457229195712261e-11
a12	none	si00580517	107	101	0	0.9822462	0.6568276999999999	-0.4447997	-1.2867163000000001	1.299721	0.81146353	-0.057132807	1.486313	0	0	1.4046447	-1.6238579	-1.9210374	0.08637849	-1.5797033	1.015935	-1.0195191	-0.7560686	-0.02903757	-2.0205154	0.1139616	0.137349873571465	-1.7384206999999998	-0.44819359999999997	1.7087413	0.66304743	-1.9799199	-1.5889144	-0.59079254	-1.8496723000000002	1	1	1.2545385	-1.6973293	-2.0240669999999996	0.84985614	0.8348984	-1.8305310000000001	-2.0423172	-0.1625264	-2.1299145	1.2568939	-1.6856866999999998	0.13734987	0.13734987	27	0.016286645084619522	-0.009395275264978407	-0.02421966567635536	-0.007354885805398227	-0.014651678502559662	4.479180932710813e-22	2.0738563670213115e-18	2.1793614315124657e-22	0.0009254073763525843	0.002637391085792157	8.778614232218363e-16	2.1793614315124657e-22	2.1902304641003223e-22	2.1793614315124657e-22	3.841325378921045e-18	2.1793614315124657e-22	2.195301831542112e-22	2.1793614315124657e-22	2.1793614315124657e-22	4.518546880284638e-05	2.1793614315124657e-22	2.1793616572262242e-22	2.1793614315124657e-22	2.1793614315124657e-22	3.7091382088205043e-14	2.179361431512483e-22	2.1793614315124657e-22	2.1793614315124657e-22	2.1793614315124657e-22	2.1793614315124657e-22	4.383946530941308e-11	2.1793614315124657e-22	0.8169944418898533	1.5376311668613252e-14	2.1793614315130986e-22	3.2233474245761326e-13	2.1793614315124657e-22	1.0652245759917242e-09	2.1793614315124657e-22	2.1793614315124657e-22	2.1793614315124657e-22	2.1793614315124657e-22	2.1793614315124657e-22	2.431773323037788e-05	0.04478524272798038	2.179361431601026e-22	2.470347480228485e-10	2.4704365876267063e-17	0.00023945110553406148	2.1793614315124657e-22	2.1793614315148675e-22	2.1793614315124657e-22	9.65458388782667e-16	2.1793614315124657e-22	9.313280037905668e-05	1.5888954508860203e-10	9.1478009267942e-16	2.1793614315124657e-22	2.1793614315124657e-22	1.014248480504556e-11	6.909618614175107e-21	3.2529667121583186e-08	2.1793614315124657e-22	2.2749736332377108e-12	2.1793614315124657e-22	0.00023903649398631334	2.1793614315124657e-22	2.1793614315124657e-22	2.1793614315124657e-22	2.1793614315124657e-22	2.1793614315124657e-22	2.1793614481565183e-22	3.0490842077555634e-22	6.435761611251028e-17	2.179361431516406e-22	8.886485576624359e-05	2.1793614315124657e-22	2.1793614315124657e-22	4.9974548551584576e-15	2.1793614315124657e-22	8.918058896160355e-16	2.1793614315124657e-22	2.1793614315124657e-22	2.2860493908805635e-09	2.1793614315124657e-22	2.1793614315124657e-22	2.1793614315124657e-22	2.1793614315124657e-22	2.1793614315124657e-22	2.1793614315124657e-22	0.00763235529593535	2.1793614315124657e-22	2.1793614315124657e-22	2.6298590190430682e-22	2.1793614315124657e-22	3.1390533257626486e-22	2.1793614315124657e-22	2.1793614316709872e-22	2.1793614315124657e-22	2.179361564334647e-22	2.1793614315124657e-22	2.5590429927441296e-20	0.12629513682288146	2.17936146565513e-22	2.1793614315124657e-22
a05	none	si00408485	44	81	1	-0.7962138000000001	0.09805796	-2.1439912	-1.6340301000000002	-0.07616239999999999	0.16615215	-0.00011308298999999999	0.08515389	0	3	0.92171115	-1.6308862	-2.3659053	-0.3958877	-3.4600637	1.5121031999999999	-2.7531064	-4.024958600000001	-0.42899778	-3.3093742999999995	2.2512066	-0.19418537247321502	-1.2472497	0.17638832	0.45126146	0.6528508000000001	-1.2482779	-1.1977476	0.39547008	-1.3048742	1	1	0.9361665000000001	-1.5595656999999998	-0.68846077	-0.27079287	1.9460253	-1.3074145000000001	-0.7864111	0.47728935	-1.2370701000000002	0.93705314	-1.5618583000000001	-0.19418538	-0.19418538	27	0.01677399501204491	-0.012553296051919459	-0.02602211013436317	-0.0032556904479861264	-0.016153194010257717	5.523693045315118e-18	6.865819183412723e-22	6.827679269469713e-22	4.7101244345882495e-06	0.0008594883150835762	7.350634136529093e-21	6.827679269459357e-22	6.839643120952908e-22	6.827679269459357e-22	4.003529825962842e-18	6.827679269459357e-22	6.827680261132443e-22	6.827679269459357e-22	6.827679269459357e-22	2.3414159039203774e-06	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	1.7850548303716003e-10	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	1.962503074778846e-12	6.827679269459357e-22	0.8204620012226431	2.1807464356790487e-15	6.827679269459357e-22	1.316070793137934e-17	6.827679269459357e-22	6.755516949200378e-10	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	0.0018657831865672625	0.08319979170955526	6.827679269459357e-22	2.988402878591133e-09	8.592173182707999e-22	4.5654837518758835e-06	6.827679269459357e-22	7.0334460176773025e-22	6.827679269459357e-22	6.829803292655402e-22	6.827679269459357e-22	0.0008592786493352492	6.596967618333442e-14	4.277875246843685e-17	6.827679269459357e-22	6.827679269459357e-22	1.1531355461382832e-16	6.827845637219558e-22	1.458463736964974e-06	6.827679269459357e-22	7.819912890421919e-12	6.827679269459357e-22	5.634152147947086e-11	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	6.161104741469657e-13	6.818101312839451e-12	6.866284743705137e-22	9.013456322519872e-06	6.827679269459357e-22	6.827679269459357e-22	6.654830805415643e-19	6.827679269459357e-22	1.401712914374923e-14	6.827679269459357e-22	6.827679269459357e-22	8.37171451985867e-11	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	0.010725749212491472	6.827679269459357e-22	6.827679269459357e-22	6.827679534601676e-22	6.827679269459357e-22	6.827679505663463e-22	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	6.827679269459357e-22	6.827679269684732e-22	6.875727606685825e-22	0.08200581476035672	6.827679269459357e-22	6.827679269459357e-22
a06	none	si00577689	46	58	1	-0.5907015999999999	0.8624491	0.17734954	-1.5271298	-0.08310715	-0.74821043	1.7332026000000003	0.25923002	0	1	-0.7500498999999999	-0.0557395	1.3433732	-0.69522536	-0.877542	0.2729665	-0.44165668	-0.5304728	-0.42899778	0.83518237	-0.11806501400000001	-0.5754509054245971	-0.8496351000000001	0.9367131999999999	0.12043395	0.007981597	-0.32856690000000005	-1.1884317	1.6535069	-0.7427590999999999	1	1	-0.7459815	-0.013818496999999999	-0.19139054	0.45169269999999995	1.2460418	-0.5234732	-0.6444445	1.6528634999999998	-0.6300369	-0.7460324	-0.016725184	-0.5754509	-0.5754509	27	0.0005003547412343323	0.0008137564291246235	-0.004941993858665228	0.005939587019383907	-0.007565830834209919	3.585399531793718e-24	2.148713804778748e-06	5.13884372533953e-07	2.960942024013549e-08	3.585399531793718e-24	3.5854019741861526e-24	3.585399531793718e-24	9.372936740886296e-05	3.8964814592159886e-24	9.236840963765731e-06	3.585399531793718e-24	8.620691510655657e-07	3.585399531793718e-24	3.585399531793718e-24	1.3518990079118472e-17	3.585399531793718e-24	1.0605490652183212e-05	0.02004489105008033	1.2020951708330199e-09	0.00018982346816432568	7.817065098299244e-06	3.5853998784358645e-24	0.0008909028023526695	0.3039338944646868	3.5855083133407925e-24	3.2469481195203967e-06	2.0657394713840083e-22	0.5475741081723204	3.787003262495453e-24	3.206176611355463e-15	0.004904869693174947	1.578082009560192e-05	5.1613627870776795e-11	4.251798369361186e-15	1.5633895984482313e-06	8.068962053537009e-09	3.585399531793718e-24	8.108896857570008e-05	6.053327675558322e-22	1.198933390262631e-16	3.5853995317937234e-24	3.585401700483645e-24	3.2447229435621386e-17	3.585399676105343e-24	3.585399531793718e-24	2.081951746464521e-11	3.585399531793718e-24	2.784316911926691e-06	3.585399531828573e-24	4.366268907057744e-05	1.1576832229167644e-16	0.008482709981641417	3.585399531793718e-24	3.585399531793718e-24	2.4486222279204622e-06	3.585399531793718e-24	3.585399532110437e-24	3.5877633088416166e-24	6.949514756283036e-05	1.3500192245434968e-13	2.1334038740931651e-13	3.2498924213221295e-14	5.917945073009493e-10	4.933129398254569e-24	3.585399531793718e-24	3.58539953179372e-24	4.244099189790319e-12	0.09205959628374684	1.62758574129057e-09	3.585407089652332e-24	3.585399531793718e-24	4.032108139202257e-20	6.3683952327012136e-18	0.02087678878855335	9.274815997825099e-06	3.710016771417085e-24	3.585400323689861e-24	4.7572915782076473e-08	1.0292936109422236e-11	2.191711441135163e-08	2.727830325433027e-07	4.0856151351506965e-07	2.7316883255022742e-14	3.585399531793718e-24	4.3682534786495046e-16	6.252648149918452e-06	3.055564904440803e-08	3.585399531793718e-24	3.6343390716157434e-24	3.5854332009901746e-24	5.04429205619129e-12	1.072622806874064e-12	6.0303655532141585e-06	0.0006720050571691507	1.5555032846538882e-08	3.0278928763209067e-06	8.4874645679570695e-19	3.5854009011902064e-24	4.556235048754073e-24	2.0432995702900307e-09
b02	abl2	none	233	40	0	-0.5651228	-2.7467294	-0.71195805	-1.7477006999999998	-1.0197916	0.22244067	0.7280965	0.4966254	0	0	-0.2664638	0.94100285	-0.91346014	-0.8282643	1.3892128000000001	0.58856666	-1.0195191	-1.359565	-0.895618	-0.13300796	1.246204	-0.8738326268648091	-0.6625224000000001	1.0365853	-1.1060451	-0.5759285	-0.00196721	-1.0782428999999998	-0.5254965	-0.37377426	1	1	-0.28568587	0.9482384	-0.031463586	0.5795458	0.63265926	-0.26665673	-0.5591767	-0.5408753000000001	-0.28246259999999995	-0.28511834	0.9503278000000001	-0.87383264	-0.87383264	27	-0.008201220072805882	-0.00199474417604506	-0.0035674176178872585	0.006945384666323662	-0.008066408336162567	1.0106089092803286e-23	8.589946421994932e-10	1.6728341397592992e-05	2.3535611908402542e-09	1.0106089092803286e-23	8.399025172857729e-19	1.0106089092803286e-23	1.7064784419793458e-06	4.206878630160201e-16	2.885198939182131e-20	1.0106089092803286e-23	1.3495374537589391e-21	1.1861659823998151e-14	1.0106089092803286e-23	2.1060611734236882e-20	1.0106089092803286e-23	8.442763437991975e-10	3.0398516117297212e-06	1.2127413005269133e-07	1.3666271549980248e-05	0.18699146645097345	1.0106089092803286e-23	0.00418117655106044	0.00013005277889491406	1.0106089092803286e-23	5.965645871663769e-06	5.261291510540808e-05	0.4897049639170442	1.010608909280332e-23	1.0106089432576267e-23	0.0002757050240155156	0.0011604613981797348	2.7335703244848218e-12	2.4114519046348477e-11	5.893879628827673e-13	3.016950550695332e-06	1.0106089092803286e-23	1.3998211584398389e-05	1.0106089092803286e-23	1.0106089092806216e-23	1.0106089092803286e-23	1.0106089092803286e-23	4.88267837319517e-17	3.0282975407353245e-22	1.0106089092803286e-23	3.651712320272607e-19	1.0106089092803286e-23	2.0082707347907272e-09	2.7025737798293107e-07	6.914282100251719e-11	1.0106089105690898e-23	0.016617637667326934	1.0106089092803286e-23	1.0106089092803286e-23	1.5902933593158625e-07	1.0106291846922836e-23	4.285633083622994e-23	1.0106089092803286e-23	1.2391415382348666e-05	0.00040837981503075166	1.010608909290606e-23	0.00019569482758510632	1.025405092600012e-23	0.000135350316804831	1.0324017585352366e-23	1.0106089092803286e-23	4.089538912786206e-15	5.142298095991802e-07	1.3761439558788737e-22	1.0106089092803286e-23	1.0106089092803286e-23	0.01878282295015618	0.0008117514846436103	2.127123470016016e-05	0.0008311924837105409	1.010608909281213e-23	1.3335985097165131e-08	2.8974347593516656e-06	1.0106089173941342e-23	7.429974476015952e-08	8.395445723781042e-10	0.016353082139334646	9.953558302284004e-05	1.0106089092803286e-23	1.0106116075947164e-23	2.022607145297958e-05	1.3998887368668985e-05	1.0106089323261915e-23	3.6138744897130416e-22	1.0106089092803286e-23	2.971673564397916e-15	3.169802333833881e-09	0.26313803033270755	1.0106104589378487e-23	1.3882009894031313e-08	1.0869226402237903e-20	1.010608909280588e-23	1.0106089092803286e-23	1.0106089092803286e-23	9.028918331101764e-11
