well	gene	sirna	image_idx	object_idx	is_infected	cells_areashape_area	cells_areashape_eccentricity	cells_areashape_extent	cells_areashape_formfactor	cells_areashape_majoraxislength	cells_areashape_minoraxislength	cells_areashape_orientation	cells_areashape_perimeter	cells_children_bacteria_count	cells_children_invasomes_count	cells_location_center_x	cells_location_center_y	cells_neighbors_anglebetweenneighbors_2	cells_neighbors_firstclosestobjectnumber_2	cells_neighbors_firstclosestxvector_2	cells_neighbors_firstclosestyvector_2	cells_neighbors_numberofneighbors_2	cells_neighbors_percenttouching_2	cells_neighbors_secondclosestobjectnumber_2	cells_neighbors_secondclosestxvector_2	cells_neighbors_secondclosestyvector_2	cells_parent_nuclei	nuclei_areashape_area	nuclei_areashape_eccentricity	nuclei_areashape_extent	nuclei_areashape_formfactor	nuclei_areashape_majoraxislength	nuclei_areashape_minoraxislength	nuclei_areashape_orientation	nuclei_areashape_perimeter	nuclei_children_cells_count	nuclei_children_perinuclei_count	nuclei_location_center_x	nuclei_location_center_y	perinuclei_areashape_area	perinuclei_areashape_eccentricity	perinuclei_areashape_formfactor	perinuclei_areashape_majoraxislength	perinuclei_areashape_minoraxislength	perinuclei_areashape_orientation	perinuclei_areashape_perimeter	perinuclei_location_center_x	perinuclei_location_center_y	perinuclei_parent_expandednuclei	perinuclei_parent_nuclei	prediction	f_0	f_1	f_2	f_3	f_4	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49
a02	abl2	none	17	88	1	1.5255747	1.1021493999999998	-1.6285775	-1.7931317999999998	2.4641189999999997	0.6193298	-0.5283081000000001	2.595149	0	1	1.3981941999999998	-0.22274925	-1.3382858	-0.013400725	1.1752605	-0.46124858	-1.0195191	-1.7358701	-0.04570258	0.4095139	-1.6829447	-0.078148036357577	0.19285025	0.41219935	1.0768813999999998	0.5607310000000001	0.24231805	0.07573006	1.6073781999999999	-0.03292412	1	1	1.3931843000000002	-0.24973737	0.44831726	-0.115083046	0.48957866	0.1438303	0.43891528	1.5817693000000002	0.14064059	1.3932616000000002	-0.25049785	-0.07814804	-0.07814804	48	-2.990397930145264	1.696002960205078	0.25698599219322205	-1.4048471450805664	4.472757339477539	0.0006648785907889541	2.563085753310717e-11	1.6617365854406568e-11	0.09025172743484992	5.140076324783332e-11	1.6617365854406187e-11	1.6650468828889165e-11	1.6617365854406187e-11	2.0671600760458785e-10	1.6617365854406187e-11	2.933280194911791e-06	1.6617365854406206e-11	1.6617365854406187e-11	7.293522213609783e-07	1.6617365854406187e-11	4.504042540513286e-05	3.603451202595213e-05	1.6617365854406187e-11	1.298815594664203e-06	1.6617365854406187e-11	2.885302095237688e-11	0.0008406653606648322	1.6617365854406187e-11	1.662298742258274e-11	4.396581631129545e-07	1.6804127286258792e-11	1.6617365854406187e-11	1.6617365854406187e-11	1.661736585545919e-11	1.6617365874743786e-11	1.6930032810348552e-11	1.6617365854406187e-11	1.6617365854406187e-11	1.669048764400097e-11	1.6617365854406187e-11	0.00410369694802348	2.6422632627768207e-06	1.6823794588508722e-11	7.181637188028556e-05	1.6617365854406187e-11	1.66174318417584e-11	1.6617365854406187e-11	1.6617365854406187e-11	2.1062541842008742e-09	2.9171321143913226e-05	0.012150991779667148	3.310190043131717e-05	1.9222162997056986e-07	0.8917646368790934	1.6617365854575966e-11
a01	ptk2	none	8	38	1	0.7167561	0.86384004	-1.8920553	-1.7892658	2.6955123	1.5418355	1.6340143999999999	1.9071796000000003	0	2	0.22594382	0.43172443	-1.3346648	-0.8282643	2.7623882	0.7042314000000001	-2.1752439	-1.926777	-0.8622879999999999	0.9818442	2.6196501	-0.906986151469277	-0.401901	0.48838148	-1.4078918	-0.2953657	-0.14026754	-0.39965636	-0.74576586	-0.23158929	1	1	0.2515301	0.27701590000000004	0.067950465	0.07982179	0.43071857	-0.27215067	-0.098799944	-0.75264746	-0.124795474	0.25169125	0.27816996	-0.9069862	-0.9069862	48	-2.849087953567505	-1.2017319202423096	1.6375776529312134	-1.5716829299926758	4.153265476226807	1.1692668332447894e-06	6.254537144545477e-06	1.714146803093519e-10	1.7141468030935164e-10	1.7141626065212691e-10	1.7141468030935164e-10	1.8186395179415705e-10	1.7141468030935166e-10	0.0004944634851470946	1.7141468030935164e-10	0.09673218302027307	1.7142073021627276e-10	1.7141468030935164e-10	1.636076186241977e-06	1.7141468030935164e-10	1.7365187417986944e-10	0.10497666364717427	1.7141468030935164e-10	0.07110498501279751	1.7141468030935164e-10	3.0790222048838376e-08	1.5099004155860007e-05	1.7141468030935164e-10	1.8556890090730784e-10	0.05016211200339828	0.0008998561664737096	1.7141468030935164e-10	1.7141468030935422e-10	6.920415605799878e-07	2.2004079458549614e-07	0.12844599106399093	1.7141468030935164e-10	1.2643413980152576e-05	1.7141545241262212e-10	1.7141468030935169e-10	2.706342005318113e-05	0.0036500927578743967	1.7149242441777467e-10	1.0015035557888587e-07	1.7141468030935164e-10	1.7212618939079773e-10	2.500745853474373e-10	1.7141468030935164e-10	1.7142212101544973e-10	2.6131688900067647e-10	0.022061200897103842	9.28990037068192e-09	6.899547231966234e-05	0.5213385334464418	1.71414680324809e-10
a06	none	si00577689	49	88	1	3.6712518	1.191355	-2.331112	-2.1420076	5.6424503	2.3155901	-1.2453931999999999	5.059116	0	4	-0.048795324	1.2935263000000001	-2.5345578	0.08637849	1.6804226999999998	-0.7671851	-1.0195191	-1.7390022	0.20427255	2.8865736	-1.1473149999999999	-0.078148036357577	0.6673147	-1.0509633	1.015843	1.1975937	-0.058805615	1.1578264999999999	1.5717430000000001	0.104774244	1	1	-0.0059661325	1.4466927	0.47425136	-1.3742695	0.19004041	0.04998796	1.1802945	1.5290552	0.28934222	-0.0058127763	1.4475207	-0.07814804	-0.07814804	48	-6.337340354919434	0.8807355761528015	-1.5158120393753052	-4.757405281066895	5.844737529754639	8.785392466398838e-08	1.5527761953816675e-09	1.5527761953816675e-09	1.5527761953816675e-09	1.5527761953816675e-09	1.5527761953816675e-09	1.5527761955431322e-09	1.5527761953816675e-09	1.5527761953816675e-09	1.6290982452036246e-09	3.2669628887522862e-06	1.5527761953816675e-09	1.5527761953816675e-09	1.5527761953816704e-09	1.5527761953816675e-09	5.445772687954149e-08	1.5527811127578165e-09	1.552776195412568e-09	0.30993850474355744	1.5527761953816675e-09	1.5527761953816688e-09	3.619079397765743e-08	1.5527761953816675e-09	0.005311114699754328	1.5528299262851087e-09	1.5531212863357556e-09	1.5527761953816675e-09	1.5527761953816675e-09	1.5566101880429977e-09	1.5527761953816675e-09	1.5527794584699253e-09	1.5527761953816675e-09	1.5527761954186404e-09	1.5527761953816675e-09	1.5527761953816675e-09	1.6014647787023025e-09	0.045996779874175324	1.5527761953816675e-09	2.0634011925029127e-09	1.5527761953816675e-09	1.5527761953816675e-09	1.5527761953816675e-09	1.5527761953816675e-09	1.5533177560005738e-09	1.5527761953816675e-09	1.5527762114891505e-09	1.5527761964384528e-09	1.5527801271083284e-09	0.6387500893601563	1.5527761953816675e-09
a04	none	si00577353	31	159	1	0.8502361999999999	1.0713087	-0.24692215	-1.595304	1.4442763	-0.002326021	-1.2099879	1.7452908999999999	0	2	1.5639659	0.18935195	-1.5797893	0.9511316999999999	-1.5470623	0.2797417	-0.44165668	-1.7335823000000001	0.9375329	-1.5429507	-1.0519538	1.09880208710104	-0.44199659999999996	-0.87964445	-1.5424293	-0.9840909	-0.7470269	0.16995896	-0.51718944	-0.0072210009999999995	1	1	1.5359596000000002	0.17318465	0.15439747	-0.89763117	0.39339206	-0.65746444	0.20552081	-0.7345701	-0.042384285	1.5370535	0.17090191	1.0988021000000001	1.0988021000000001	48	-0.7464180588722229	3.201646566390991	0.5246986746788025	-1.5850783586502075	3.3407957553863525	0.018319154564551916	1.3393335512515155e-06	3.039418541559822e-11	2.5304133480238252e-08	3.060965593546963e-11	3.0393423218325395e-11	2.592098216344085e-08	3.0393423219766485e-11	3.237701378620576e-11	3.0393423218325395e-11	0.0002861430626584915	3.0393458093081016e-11	3.039342321832688e-11	9.816674660480672e-07	3.0393423218325395e-11	0.0003371755680807228	0.0038936739544952596	3.0393423218325395e-11	3.4104049831065e-11	3.0393423218325395e-11	3.03934232544664e-11	0.0005430232560496308	3.0393423218325395e-11	3.982230104007872e-09	0.00011842604067660425	3.0393423581550573e-11	3.0393423218325395e-11	3.039342412654249e-11	3.0393423218325395e-11	3.0393423218325395e-11	3.0393423240257255e-11	3.0393423218325395e-11	3.0393423218325395e-11	3.0393429150437936e-11	3.0393423218325395e-11	0.18644007495005852	1.4729355961347046e-08	1.710911861246585e-06	0.0028189245716340786	2.01205961436014e-10	1.2654558245729622e-10	3.0393423218325395e-11	3.0393423218325395e-11	6.4318247767839e-10	0.0020013238438256714	0.0008665193900607588	0.0009081908358662774	0.00021201612972845005	0.7832512501852656	3.0393423218325395e-11
a01	ptk2	none	7	94	1	0.46008635	-0.39212486	-0.20020624	-1.6624733	0.09778391	0.8114699000000001	0.5119789	1.4934798	0	1	1.5214676999999999	0.57375735	-1.4803472	0.08637849	0.58557695	1.7776753	-1.0195191	-1.5737078000000002	-0.06236759	-0.774664	1.3352378999999999	0.021312537455826997	0.022443987000000002	-0.010111297	0.015963431	0.6686645	-0.11399517	0.19580129999999998	-0.9025516	-0.19657736	1	1	1.5457531999999998	0.55226344	0.21058802	-0.13778149	0.5142951	-0.023813916	0.30445182	-0.9138130999999999	-0.048814065999999996	1.5470386999999999	0.5529745	0.021312537000000003	0.021312537000000003	48	-1.312786340713501	1.7327206134796145	-0.4251134395599365	-1.530093789100647	2.5410165786743164	0.020451148294555584	8.993100751910972e-07	9.752855057323089e-12	0.001064153424148799	7.769382440936894e-12	7.768758245032336e-12	2.776761968565628e-06	7.768777895468789e-12	5.3196457275838455e-05	7.768758245032336e-12	0.02909470310383238	7.76884372213251e-12	7.768762824390795e-12	4.366525539698353e-06	7.768758245032336e-12	0.3437476599820827	0.004162343177929783	7.768758245032336e-12	5.74079414389465e-06	7.76875824503367e-12	1.7712090592335042e-11	0.00762276861361587	7.768758245034758e-12	5.910289935019603e-07	0.02532544527175712	2.589338520637423e-10	7.768758245032336e-12	7.768758330999175e-12	7.76875919377685e-12	7.768758245032336e-12	7.283111648634933e-10	7.768758245032336e-12	7.768758245032336e-12	7.768760699919821e-12	7.768758245032336e-12	0.034294958257420405	0.00011038738095294712	2.3823943840758893e-06	0.006744904941821699	8.662430381891842e-05	3.504272753493774e-07	7.768758245032336e-12	7.768758245032336e-12	2.283666174932596e-05	0.0009237570696701543	0.014448347607248503	3.509501022003432e-05	0.02505710043854885	0.4867374615831049	7.779982191042089e-12
a08	none	si00557781	66	124	0	-0.35608247	-0.76747465	-0.32150796	-1.9235805000000001	-0.30876416	0.5457025	1.6404109	0.97026765	0	0	0.93029153	0.11649812	-1.2908118	0.402346	-1.1044052	0.029851292999999997	1.869793	-1.0571753000000002	0.43758267	-0.66426945	-0.96236104	0.518615406522847	-0.9030959000000001	1.4796156999999999	-0.13641025	-0.852174	0.28894812	-1.7742177	1.5846246000000002	-0.5156237	1	1	0.8990200999999999	0.0906394	-0.0012071348	1.0333958	0.9538459	-0.14138536	-0.9826816999999999	1.5972482	-0.38063109999999994	0.8992419	0.09026976	0.5186154000000001	0.5186154000000001	48	0.31637486815452576	1.546181559562683	1.88714599609375	-0.8395290374755859	1.7808287143707275	0.030023556751516123	0.00013191647342819746	2.3620103747536047e-09	6.2268388260147574e-12	3.7117706020289284e-11	6.226400597586675e-12	2.826302298888347e-07	1.4450000931097457e-08	0.0009816641208675308	6.226400597586292e-12	0.07161710734645968	1.0899668201262346e-08	7.146829435285376e-12	0.00013122901172183955	6.226400597586292e-12	2.6290840993050064e-09	0.29510236249033084	6.226400597586292e-12	1.2430201217586278e-10	9.026591045125008e-12	6.226402284563581e-12	2.1510662289913652e-05	6.226400597586292e-12	4.0166979846287773e-10	0.00028056826071525464	1.5960985450093816e-09	6.226400597586292e-12	9.339731872307082e-09	6.22640059759392e-12	6.226400597586292e-12	2.369366451865061e-09	6.226400597586292e-12	6.226400597586292e-12	6.2541462981144404e-12	6.226400599947831e-12	0.08987026346510085	4.6827413419139265e-06	0.006157903522741899	0.013433619647691485	0.0003649942181544502	0.0010434115965498466	6.226400597586292e-12	6.226400597678128e-12	6.226406248716472e-12	0.07629416840256033	0.014876614683862041	0.0033955751928153783	0.00235238509936908	0.3939161393449264	6.2264775034136885e-12
a01	ptk2	none	3	106	0	0.27985886	0.0638164	-2.06337	-2.3911849999999997	0.6750236	1.0551578000000001	0.7998542	2.745453	0	0	0.45636982	-0.35907647	1.0927813999999998	0.23604731	-0.14512101	1.0567478000000001	1.2919306000000002	-0.31981173	0.18760754	-0.2613543	-1.1770277	0.22023368508263502	-0.68257016	0.6162602	0.17666115	0.41979152	-0.4305049	-0.8389027	-0.44951963	-0.70703477	1	1	0.39868426	-0.35412782	-0.18274584	0.24886018	1.1538383999999997	-0.50084805	-0.44299248	-0.5335561	-0.5914581999999999	0.39925772	-0.35409057	0.22023368	0.22023368	48	-0.7694668769836426	0.6686433553695679	0.2693425416946411	-0.6368950605392456	3.667793273925781	0.00020312813412936477	0.11302457777050595	8.768292692896107e-12	0.0011245689154494567	6.577643669178237e-08	8.767761262025063e-12	8.815126390079766e-12	8.76733762249825e-12	0.001434399996980524	8.767334128891375e-12	2.6871033952643825e-05	1.0114597634921002e-11	8.767334132877835e-12	0.003395938477784462	8.767334128891375e-12	0.00015729522216849506	0.00261303097404624	8.767334128891375e-12	1.2856654206682658e-07	8.767334128891375e-12	8.767760474283732e-12	0.00031979952435574703	8.767334128891375e-12	8.767334343337808e-12	0.00012846261986138602	1.073200929660175e-09	8.767334128891375e-12	8.767359725565645e-12	8.767348811534195e-12	8.76733413084108e-12	6.09527775053025e-09	8.767334128891375e-12	8.767334129436863e-12	7.421941756790148e-09	8.767334129116922e-12	0.09664205750940306	7.677686733308482e-06	3.3338169025315864e-08	0.0002743612768982889	8.76733416299941e-12	1.5239647923650322e-11	8.767334128891375e-12	8.767334128891375e-12	3.3639720774870465e-09	0.0058638127362158786	0.15947452659682246	0.00011335320906080581	3.908835726714087e-06	0.6151919833212293	3.048504106547377e-10
a01	ptk2	none	8	78	1	-0.059427448	0.32897618	0.037963423999999996	-1.9158168000000002	0.21528475	0.23725869	1.6280793	1.3140208999999998	0	1	1.5864610000000001	0.48904592	-0.16741969	-0.3459981	-1.6559662	-0.6413641	-1.5973815	-1.3844332000000001	-0.2790127	-0.18755344	1.8238726000000003	-0.24391565937991702	-0.15798616	0.6140229	0.70132166	0.22211964	0.108885676	-0.3278443	-1.6274899	-0.19833842	1	1	1.6020541000000001	0.44410649999999996	0.31864676	0.037514437000000005	0.70001864	-0.067511775	0.11903683	-1.6816843000000001	-0.042112752999999996	1.6039039	0.44561622	-0.24391566	-0.24391566	48	-0.95255047082901	1.2742249965667725	0.4069424271583557	-1.5057617425918581	2.501891613006592	0.02799474958196974	0.0002316425724681237	8.037959388736655e-12	1.3574726874687919e-07	6.633694388271023e-12	6.633285519087495e-12	2.7258394153271302e-06	6.633907339409995e-12	0.0001324759022039785	6.633285519087495e-12	0.0976899986109303	6.759721124277015e-12	6.633288712724626e-12	3.905070149302115e-06	6.633285519087495e-12	0.004290304160818728	0.04224558773164909	6.633285519087495e-12	4.576918323400702e-06	6.633285519138817e-12	7.084867704879825e-12	0.0008297463384268048	6.633285519087495e-12	4.5653176698007316e-07	0.04505849766540117	5.803048176062043e-09	6.633285519087495e-12	6.633483707585273e-12	6.633413051624713e-12	6.633285519087499e-12	2.0144368725333878e-07	6.633285519087495e-12	6.633285519087497e-12	6.633287074362449e-12	6.633285519087497e-12	0.03154049829465913	0.00039545095163370515	4.039669514198504e-05	0.017757875602886646	3.818406511445395e-06	1.0739582387252016e-06	6.633285519087495e-12	6.633285519087495e-12	1.265117541429772e-08	0.0004541891561743856	0.030557674603734056	2.229783884548784e-05	0.030776719191302176	0.669964982577619	6.634288427902106e-12
a03	msl1	si00498785	25	43	1	0.12873827	0.6277559	0.26473507	-0.068126634	0.28617626	-0.080325946	1.3198667	0.060790908	0	1	1.5756446000000002	0.2723018	-0.9155018	-0.79500455	0.35006097	1.3657553999999998	-1.5973815	0.15020324	-0.9456129999999999	-1.5297318000000002	0.9442516	-0.824102339958107	-1.1804237	-1.0281779	-0.08120188	-0.35169843	-1.4944870000000001	-0.6882656	0.8629402	-0.9716556000000001	1	1	1.6064389	0.33401257	-1.7171801	1.0080148000000002	-0.96227324	-1.191804	-1.7165043000000002	0.79162246	-1.1955476999999999	1.5996776000000001	0.32025352	-0.82410234	-0.82410234	48	2.1579372882843018	-0.5873578786849976	0.9168425202369691	-0.6159741878509521	1.3672878742218018	2.678701409394184e-07	2.0055068915123225e-05	2.1732465350594847e-06	6.576887234051591e-12	7.266405952627033e-12	6.576887239109818e-12	1.5995425666907125e-06	9.516141113531308e-06	0.05577532290229115	6.576887234051473e-12	0.1984854736354305	0.005290744547304832	9.569614639436597e-06	0.00041349174156656433	6.576887234051473e-12	0.0004202176425984752	0.1713086604638563	6.576887234051473e-12	1.037603032864613e-06	1.940051993712066e-09	6.576887234108031e-12	2.6435428137939164e-07	6.576887234051473e-12	1.2499838708433532e-10	0.0008344476473588253	0.00028896606644085595	6.576887234051473e-12	0.0022890943619717987	4.188783610519248e-10	6.576887234051473e-12	0.021161445089468045	6.576887234051475e-12	6.5773922245085806e-12	6.6550294184155125e-12	6.915197882507912e-12	0.07112271353973806	0.008901582672014146	0.017821342578256346	0.017414504025809248	0.00021205405818478402	0.0006711650658371556	6.576887234051473e-12	1.1969615204756432e-11	6.6806233455838275e-12	4.264529569779538e-05	0.16118487978935453	2.648949243152407e-07	0.012873243880543743	0.2534417477388593	1.506318929198465e-06
a03	msl1	si00498785	27	33	1	0.7784979999999999	0.5147954	-0.22688702	-0.6587687	0.73956716	0.5201887	1.2162555	0.819361	0	1	0.90494627	-0.30752778	1.5232735000000002	-0.8947838	1.3797883	1.2481	1.2919306000000002	0.16445714	-1.028938	-1.3843918	-1.1905451	-0.9898699629804469	-1.4878232	0.44890976	0.31306794	0.30328718	-1.3718811000000002	-1.565117	-0.3136698	-1.4810228	1	1	0.83212113	-0.33166283	-1.8122718	0.7104979	-0.30042842	-1.5110533000000002	-1.6756483	0.07956879	-1.5512725	0.8382681999999999	-0.3205849	-0.98986995	-0.98986995	48	1.7834885120391846	-1.427304744720459	0.5999060273170471	-0.07567588984966278	2.1889889240264893	1.2974479037677585e-10	0.0004057512808873007	4.600656525551976e-08	9.824604605636792e-12	4.2359477401338443e-08	2.0033568409948048e-11	1.933193423093579e-11	2.7056335551647003e-07	0.10341220944555356	9.816243722123588e-12	0.003185133137561889	0.0396821929105486	9.379730502378144e-08	0.08721738181928614	9.816243722123588e-12	0.0002670436298450373	0.040568067998075816	9.816243722123588e-12	4.3225283209192145e-06	9.816244733264957e-12	9.81624372876727e-12	6.76599302302271e-07	9.816243722123588e-12	9.81624419797785e-12	0.021482922156784573	0.0032317179361491893	9.816243722123588e-12	3.227131929985266e-05	5.596594141207029e-07	9.816243722135042e-12	0.16362192963314226	9.816243722123588e-12	5.909272536828448e-10	5.983592963046326e-08	2.7239904912642882e-09	0.008053466074805202	0.000999859832887268	0.0005860440670199876	8.665019203848743e-05	0.08878379707908249	4.339579718002274e-06	9.816274047254758e-12	9.81626905470383e-12	2.9063973611045712e-11	5.1258402305445614e-06	0.21225176884280172	1.3666145917258625e-07	2.9770084938467854e-05	0.22442066373578634	0.0016656817517163448
