cells_areashape_area	cells_areashape_eccentricity	cells_areashape_extent	cells_areashape_formfactor	cells_areashape_majoraxislength	cells_areashape_minoraxislength	cells_areashape_perimeter	cells_children_bacteria_count	cells_children_invasomes_count	cells_location_center_x	cells_location_center_y	cells_neighbors_anglebetweenneighbors_2	cells_neighbors_firstclosestobjectnumber_2	cells_neighbors_firstclosestxvector_2	cells_neighbors_firstclosestyvector_2	cells_neighbors_numberofneighbors_2	cells_neighbors_secondclosestobjectnumber_2	cells_neighbors_secondclosestxvector_2	cells_neighbors_secondclosestyvector_2	cells_parent_nuclei
-0.11168923125681851	-0.041704276708428176	-0.05983277473389491	-0.1972498718595373	-0.1102625936840701	-0.07459844068985276	-0.014106136740096599	0.07377678770099372	-1.2962028597035497e-42	1.020453903249679	-0.06638517463969214	0.0004482324289321447	1.0808310398015595	-0.03279718507735956	0.050705057768386616	0.03304789504597395	1.0798068071115419	0.022907142226631975	-0.036383381077052114	1.0828609598850771
0.8440714642606119	-0.215727850223672	-0.13749166173008656	-0.3903834764959797	0.6712629251868534	0.919567962962015	0.7309428668257284	0.04112017087068204	-1.0513453503557008e-37	0.09253533117531602	-0.0662571613598053	0.009112607901392374	0.045045960737457875	0.08780776120337792	0.11182902981542928	0.5761486349005372	0.018837826963645086	-0.18680018242490312	0.14927504100655017	0.031230578323846497
-0.0652310403459305	0.9320662341493902	-0.49592199860301717	-0.549080264521526	0.4149592023560122	-0.4370440618128779	0.2582966053524004	0.1876123350758884	9.986001327310117e-31	-0.0216441123651743	-0.0910428718004942	0.15327985905480054	0.0023080482089760505	0.012314015230984526	-0.1795785772808476	-0.11001184124765874	-0.006909172531593169	-0.07929983176472682	0.19800702049579003	-0.0006854943250976998
0.16281137072695492	0.3917553655768136	0.3722031326942322	0.6077507553094622	0.2017214767148929	-0.024106706239450267	-0.2887806165771136	0.02706772877913743	0.0	0.06666483195329426	0.05836423375313348	0.31648384603098	-0.026016363166418973	-0.2862447882386626	-0.2281023857559272	0.2576365348211346	0.04926845884251212	0.3150834266909723	0.13350318621006946	0.005394546710106719
0.041382566545123164	0.06015559720719583	0.20113536726409734	0.26616043836477266	0.06148304606237617	-0.06523827346525132	-0.09143610833700194	-0.04073313576396896	1.0123012395768982e-26	0.05606558383227294	0.15754019027029625	0.051219877603256435	0.07567906074041877	0.5864808405476467	0.031703678078252945	0.022753780110642635	-0.08209575365608981	-0.7415300739868231	0.11492904172146151	0.01215619831440022
-0.007725047046569676	-0.010889187239031274	0.05216098340461861	0.011514713358866188	-0.016860364395425514	0.0031309516299510482	0.04488909661426574	-0.09002360968018493	2.207995176934293e-23	-0.055575363952952324	-0.054441509113231264	0.30864707860194174	0.016935575293796152	0.38486015954851505	-0.37237403044322204	-0.0061076259063557094	0.017539208376474952	0.2682226328156701	0.25969526094366596	-0.018566180378987218
0.0016233063437271263	0.01766316147724232	-0.25048934974528925	0.038672261182444635	0.04038129107022968	0.021365615519587464	-0.036355763974116946	-0.2538020003249161	0.0	-0.002974924341306115	0.3940361804390423	-0.1015933881329361	0.003013212623944892	0.07978813666862986	0.06498905885971418	-0.208939727600066	0.006504198855930323	0.06388455041430667	-0.298288345183293	-0.00335386668439723
-0.0032564971979817787	-0.030718119954529007	-0.34399512034431395	0.02529249959253093	-0.007976708290640904	0.030338916254623847	-0.04730605492379304	0.07636360856319577	1.1993338300579906e-22	-0.028472303030251542	0.03684364369644177	0.035353877963517	-0.0021831129533567196	-0.0666318846436928	-0.3825324684763577	0.08543893649496204	-0.002093573098275215	-0.07947754570525645	0.18388015640549793	0.010454217946011488
0.005174063141751138	0.03395707250739183	0.030514251237507166	-0.015615777021712558	-0.012155179959477774	0.011014724842096292	-0.00030265784672581345	-0.30367261224833797	0.0	0.0494799678773818	-0.43978659268094294	0.020766948272148224	-0.005854756449711527	-0.052926191328192256	-0.23159485746642355	-0.09317161689228291	-0.0045393023030198525	-0.05922410902270633	-0.10784194671002466	-0.00018256744212811747
-0.008725909357288031	0.00023411218581887819	-0.11769570466253827	0.03955267168967196	0.014942566729207995	0.001395619629133807	-0.014017978046250604	0.09956964673001074	7.539073447728833e-23	-0.06044452809683353	-0.3011067362321413	-0.0015576637481548613	0.01105172785847487	0.07804725785413816	0.0785819882460074	0.23772485758634837	0.003428535265803657	0.028061046218840084	-0.29571203976589544	-0.0013807681103741461
0.002888824284124662	-0.0015559850585737322	0.07329757976278521	0.013063846154096621	0.012096444089189487	0.008840522259306925	0.004202087225304735	0.15777556102195997	-2.9467672128099295e-23	-0.02235964041212129	-0.02597562558380252	-0.16187751742387338	0.003514793604447855	0.011490265164047702	-0.20027638264296274	-0.23880264362596687	0.0013934199465505436	0.0018105121986185563	-0.13434583543154277	0.0019128869136081387
0.004289526099083026	0.0009416725131462755	0.00477455835857754	-0.0015391085714702546	-0.01097136609239895	0.006311292151997719	0.007514348405076065	0.027789886987746884	0.0	-0.04954664588474217	0.03252267143402119	0.4039653620581109	0.002168285521929585	-0.03774282161076895	0.021577022568646916	-0.10842219336903636	0.0007931736829711878	-0.03524660847366102	-0.09335934366516721	0.008367872393613687
0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0
-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0
-0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0
