well	gene	sirna	image_idx	object_idx	is_infected	cells_areashape_area	cells_areashape_eccentricity	cells_areashape_extent	cells_areashape_formfactor	cells_areashape_majoraxislength	cells_areashape_minoraxislength	cells_areashape_orientation	cells_areashape_perimeter	cells_children_bacteria_count	cells_children_invasomes_count	cells_location_center_x	cells_location_center_y	cells_neighbors_anglebetweenneighbors_2	cells_neighbors_firstclosestobjectnumber_2	cells_neighbors_firstclosestxvector_2	cells_neighbors_firstclosestyvector_2	cells_neighbors_numberofneighbors_2	cells_neighbors_percenttouching_2	cells_neighbors_secondclosestobjectnumber_2	cells_neighbors_secondclosestxvector_2	cells_neighbors_secondclosestyvector_2	cells_parent_nuclei	nuclei_areashape_area	nuclei_areashape_eccentricity	nuclei_areashape_extent	nuclei_areashape_formfactor	nuclei_areashape_majoraxislength	nuclei_areashape_minoraxislength	nuclei_areashape_orientation	nuclei_areashape_perimeter	nuclei_children_cells_count	nuclei_children_perinuclei_count	nuclei_location_center_x	nuclei_location_center_y	perinuclei_areashape_area	perinuclei_areashape_eccentricity	perinuclei_areashape_formfactor	perinuclei_areashape_majoraxislength	perinuclei_areashape_minoraxislength	perinuclei_areashape_orientation	perinuclei_areashape_perimeter	perinuclei_location_center_x	perinuclei_location_center_y	perinuclei_parent_expandednuclei	perinuclei_parent_nuclei	prediction	f_0	f_1	f_2	f_3	f_4
a05	none	si00408485	42	57	1	0.6000346	0.38298666	-1.1629105	-0.98154294	0.64766175	0.61818933	0.85986984	0.9259216999999998	0	2	-0.29706648	0.7934687	-0.3644833	-0.47903705	1.8596152	-2.0049758	-1.0195191	-2.8122678	-0.7123029000000001	-1.8610235000000002	-1.3729526	-0.592027667726831	-0.081136286	-1.0629363	0.90673304	1.0597731000000001	-0.5718411	0.5099007000000001	0.47052085	-0.39042035	1	1	-0.33750334	0.80553097	0.059305765	-1.1606903	0.7181903000000001	-0.4638754	0.54046637	0.54669863	-0.24542260000000002	-0.33772755	0.80496496	-0.59202766	-0.59202766	11	-1.8945013284683228	-1.2160438299179075	-1.944122314453125	-2.6482410430908203	2.3578259944915767
a01	ptk2	none	6	109	1	-0.33608985	0.8633065000000001	-2.2455645	-2.129597	0.9924305	0.1380225	-1.7375466	1.3141793	0	2	0.07154061	0.92233735	1.0368626	0.1362681	-1.2810946	0.23307706	1.869793	-0.6982399	0.38758764	0.89650625	-0.59264815	0.269963971989337	-0.32170984	-0.6921136999999999	1.3037815000000001	1.2448006999999999	-0.68622744	0.11772930599999999	1.281556	-0.62657094	1	1	0.080788456	0.84238845	-0.14816704	-0.90670913	0.9727601999999999	-0.6167363	0.25122827	1.2049328000000001	-0.5004436	0.08027309	0.8431528	0.26996398	0.26996398	11	-0.6736926436424255	0.5000416040420532	-1.60491144657135	-2.395749092102051	2.416731595993042
a06	none	si00577689	50	98	1	0.47155267	-1.1189818	1.0278862	-0.5826743000000001	-0.19651377	0.9113573	1.2297065	0.5602496	0	2	-0.12716949	0.9956764000000001	-1.8665955	-0.22958902	-1.506484	-0.64979595	0.7140681999999999	-1.1797328999999999	-0.24568269	-1.316423	0.20059243	0.087619586664763	0.47686067	-1.5597891000000002	0.6352498000000001	0.93848425	-0.27723059999999994	1.1962578000000001	-0.47694653	0.053787395	1	1	-0.12230984	1.0340357	0.4267055	-1.6408283	0.29163572	-0.13072689	1.1170278	-0.48273954	0.20883316	-0.12218836	1.0354058000000002	0.08761959	0.08761959	11	-2.293421745300293	0.6442572474479675	-3.195427894592285	-1.9229532480239868	-0.08863244950771333
a03	msl1	si00498785	25	44	1	0.79907864	0.52957886	0.33658755	-0.9538601000000001	0.8194597	0.5755108	-1.6128292	1.0486947	0	1	1.5816665	0.8203870000000001	0.2554183	-0.92804354	-1.2505387	0.5985783	0.13620575	-0.41625690000000004	-0.79562795	0.23788257	-1.7476004	-0.8075255776558729	-0.21478826	-1.0128735	0.98728395	0.5569746999999999	-0.6364445	0.3955462	-0.89891195	-0.34953853	1	1	1.6301919	0.8464908999999999	-0.9953477	0.40411365	-0.8136536999999999	-0.32105377	-0.43088013	-1.5179175	-0.51402795	1.6188115	0.8447677	-0.8075256	-0.8075256	11	-0.685914158821106	0.5064203143119812	-0.5079105496406555	-2.1264219284057617	1.2897912263870241
a02	abl2	none	16	87	1	0.00084438483	0.8071543999999999	-1.2439306	-0.62560564	0.3946732	-0.25985527	-0.93443304	0.23193429999999998	0	1	1.4711683	1.4061238999999999	1.2162899	-0.030030592999999998	0.8774203000000002	-1.2946383	-0.44165668	-0.026522972000000002	-0.16235764	-0.4407063	1.2661606	-0.0947247986598111	0.6940451	-0.19643898	0.78189784	1.0645261000000001	0.26402855	0.809346	-1.1700674	0.16406348	1	1	1.5019683000000001	1.4590112	0.5520537	-0.41846624	0.17796485	0.3789605	0.9020771000000001	-1.1178351999999998	0.35336918	1.5027081	1.4603667	-0.0947248	-0.0947248	11	-1.715360403060913	2.062285184860229	-0.762451708316803	-2.6471407413482666	0.16377748548984528
a05	none	si00408485	37	75	1	-0.12028729	-1.6162125	1.0659919	1.2729682	-0.6809149999999999	0.43011728	-0.5410403	-0.523976	0	1	0.63556063	0.5273384	1.3380251	-0.3459981	-0.63480574	1.2387661	-2.1752439	-2.4909194	-0.16235764	0.98523337	-1.3382452	-0.293645946286619	-0.63245064	-0.7121705	1.0269203000000002	0.28171054	-0.9375266	-0.1760517	-0.14561264	-0.6224199	1	1	0.64116687	0.55275434	-0.17410114	-1.1374058	1.1417936000000002	-0.9247153	0.05761273	-0.34802514	-0.5805906	0.6404054	0.5520385	-0.29364595	-0.29364595	11	0.7903154492378235	-0.20579104125499725	-2.4574365615844727	-1.1449779272079468	0.2086537778377533
a03	msl1	si00498785	26	55	1	0.3671795	0.8444050999999999	-0.043241706	-0.15152965	0.7549795	-0.02197983	1.4811555	0.26117864	0	1	0.9840431000000001	0.4930052	0.9595264000000001	-0.49566692	1.1463478999999999	0.36662167	1.2919306000000002	-0.89865273	-0.79562795	-1.4739483999999998	0.21634768	-0.625181192331299	-0.13125578	0.7298011999999999	0.54788536	0.21465349	0.19959833	-0.41242284	1.6375118	-0.17406110000000002	1	1	1.0061792	0.4722901	0.32296909999999995	0.21307197	0.65291303	0.040715016	0.05716705	1.6261301000000001	-0.020015478	1.0080409	0.47247902	-0.6251812	-0.6251812	11	-1.335053324699402	0.6255913376808167	0.22123536467552185	-0.9580538868904114	0.6077123284339905
a06	none	si00577689	54	47	1	-0.12293337	0.22828388	-0.4439878	-1.097128	0.002268115	0.1220267	-0.93004066	0.4181983	0	1	-0.45462894	0.19473775	-1.0262860999999999	-0.86152405	-1.1742431	0.19801545	0.7140681999999999	-0.16923802	-0.828958	-0.20896028	0.9646751	-0.757795290749171	-0.017651603999999998	-0.7285007	0.8011165	1.047424	-0.4538021	0.42872673	1.196165	-0.33876267	1	1	-0.44778672	0.18073955	0.13710807	-1.0359064	0.727509	-0.38283443	0.55726135	1.1821588	-0.18963704	-0.44802615	0.18117028	-0.7577953000000001	-0.7577953000000001	11	-1.5184675455093384	-1.247529149055481	-1.9846179485321045	-0.5138056278228761	0.8129271864891052
a01	ptk2	none	6	112	1	-0.39400962	-0.18914816	-1.9661607	-1.6680499	-0.27921075	0.17864102	-0.05710216	0.6231183000000001	0	1	0.13470757	1.4292443000000001	0.16709085	0.36908627	0.46697068	-1.1145642	0.13620575	-1.1317105	0.40425265	0.8036179	1.0657463	0.31969425889603903	-0.0310168	-1.5346413	0.75206655	1.2640598	-0.66134626	0.6661800999999999	-0.31336513	-0.40878588	1	1	0.13406962	1.4394778	-0.0012071348	-1.5635642	0.648908	-0.5378071999999999	0.65222615	-0.44656226	-0.26525570000000004	0.13397585	1.4408199	0.31969425	0.31969425	11	-0.6379862427711487	0.5871106386184692	-2.423839569091797	-3.0016145706176762	1.3787750005722046
a03	msl1	si00498785	25	26	1	0.2122368	-0.3946916	1.292845	0.13710551	-0.16636436	0.47775559999999995	-0.41469750000000005	0.03427608	0	1	0.25677454	1.5904966999999999	-0.077455975	-1.1442318	-2.780207	-1.1192117	-2.7531064	-4.024958600000001	-1.0789331	1.7996279999999998	-2.0930192	-1.10590729909609	0.31981963	0.4151924	-0.038066976	-0.21081382	0.3685113	0.19734342	-1.2652537	0.33777988	1	1	0.22436430000000002	1.6416738999999998	-0.16977879999999998	-0.43371785	-0.6415744999999999	-0.14683446	0.41390464	-0.72520185	0.15671504	0.22409110000000002	1.6313659	-1.1059073	-1.1059073	11	-2.174715518951416	-1.1764332056045532	0.1959233582019806	-3.369896411895752	-0.10001067817211153
