well	gene	sirna	image_idx	object_idx	is_infected	cells_areashape_area	cells_areashape_eccentricity	cells_areashape_extent	cells_areashape_formfactor	cells_areashape_majoraxislength	cells_areashape_minoraxislength	cells_areashape_orientation	cells_areashape_perimeter	cells_children_bacteria_count	cells_children_invasomes_count	cells_location_center_x	cells_location_center_y	cells_neighbors_anglebetweenneighbors_2	cells_neighbors_firstclosestobjectnumber_2	cells_neighbors_firstclosestxvector_2	cells_neighbors_firstclosestyvector_2	cells_neighbors_numberofneighbors_2	cells_neighbors_percenttouching_2	cells_neighbors_secondclosestobjectnumber_2	cells_neighbors_secondclosestxvector_2	cells_neighbors_secondclosestyvector_2	cells_parent_nuclei	nuclei_areashape_area	nuclei_areashape_eccentricity	nuclei_areashape_extent	nuclei_areashape_formfactor	nuclei_areashape_majoraxislength	nuclei_areashape_minoraxislength	nuclei_areashape_orientation	nuclei_areashape_perimeter	nuclei_children_cells_count	nuclei_children_perinuclei_count	nuclei_location_center_x	nuclei_location_center_y	perinuclei_areashape_area	perinuclei_areashape_eccentricity	perinuclei_areashape_formfactor	perinuclei_areashape_majoraxislength	perinuclei_areashape_minoraxislength	perinuclei_areashape_orientation	perinuclei_areashape_perimeter	perinuclei_location_center_x	perinuclei_location_center_y	perinuclei_parent_expandednuclei	perinuclei_parent_nuclei	prediction	f_0	f_1	f_2	f_3	f_4
a23	ptk2	none	199	111	0	0.11491985	-1.4136976	0.17229660000000002	0.95766836	-0.4672781	0.6660468	0.48491707	-0.29795566	0	0	0.9202962	0.7089119	-2.074401	0.46886548	0.5518031999999999	1.0290726000000001	1.2919306000000002	0.63437957	0.57090276	1.1082308	0.9037229999999999	0.303117496593805	0.32316092	-0.7456548000000001	0.7951998	1.1218542	-0.20618579	0.74608654	-0.32288212	-0.11057891	1	1	0.8876511999999999	0.7486516	0.31000206	-1.0111408000000002	0.44153148	-0.111519605	0.817897	-0.42433566	0.056780532	0.8879054	0.74940103	0.30311748	0.30311748	52	-0.7791666984558105	2.159106731414795	-2.7753539085388184	-0.7766633033752441	-1.1474313735961914
a06	none	si00577689	51	112	1	0.3339565	-1.6746386000000002	1.5514598999999998	1.4114475	-0.36094412	0.9438462	-1.7107473999999998	-0.29026228	0	1	0.021638477000000003	1.1474737	0.8384394000000001	0.26930705	0.034462873	-1.5771184999999999	0.13620575	0.611835	0.35425759999999995	0.7149703000000001	1.2596105	0.31969425889603903	-0.21812956	0.35647988	0.51881105	0.61859196	-0.16358897	-0.26162988	-1.3508723	-0.37067124	1	1	0.03038556	1.1261616	0.124141015	0.0021776112	0.8018844	-0.1688987	0.058244538	-1.2596028000000001	-0.22821641	0.030921393999999998	1.1282976	0.31969425	0.31969425	52	-0.13856416940689087	0.8578395843505859	-1.512859582901001	-1.4191408157348633	-2.0142860412597656
a23	ptk2	none	199	108	0	-0.44604918	-1.7956663	0.67608726	1.3839165	-0.93154913	0.1088549	0.105833314	-0.7632569	0	0	0.7957831999999999	0.9307863999999999	-0.22746699	0.1362681	-0.9899541999999999	0.896943	0.13620575	0.62890327	0.17094253	-0.5562366999999999	-0.9893198000000001	0.253387209687103	0.4100347	-1.0716475	0.70865047	1.0150038000000001	-0.22297123	0.9622803	-0.9209822	-0.016948882	1	1	0.80177623	0.9096146	0.38780436	-1.1073285	0.35126644	-0.05701277	0.92761415	-0.91104823	0.15377168	0.8026483	0.9104663000000001	0.25338720000000003	0.25338720000000003	52	-0.4611518383026123	1.857748031616211	-3.0244922637939453	-1.0366414785385132	-2.2240960597991943
a01	ptk2	none	9	102	1	0.09522125	0.52672195	1.4254518999999999	1.4039481000000003	0.10398959	-0.11795283	-0.15216434	-0.4238647	0	2	1.1804857	0.98646206	0.91471124	0.05311875	-0.20003438	-1.2008877	0.7140681999999999	0.7135189000000001	0.020957455	-0.3986011	1.1918715	0.153926635873699	0.35323262	0.5762347	0.98728395	0.40500697	0.47098333	0.06968983	-0.24894585	0.13873753	1	1	1.1903995	0.9639837	0.543409	0.17462070000000002	0.24412129999999999	0.4178486	0.42176446	-0.34007573	0.317416	1.1907184	0.96479785	0.15392664	0.15392664	52	-0.9350025057792664	2.258851289749145	-0.4571922421455383	-1.06310772895813	-2.0220701694488525
b13	none	si00585305	328	77	0	-0.0018016956	0.664088	0.75114495	0.93989587	0.17742604	-0.23270124	0.03217891	-0.36574405	0	0	-0.4260412	0.6220536999999999	0.48981634	-0.14643967	0.38990763	1.0012686	1.869793	0.7135189000000001	-0.112362616	0.48271558	-1.0556036	-0.260492421682151	0.08926997	0.009495621999999999	0.48821270000000005	0.65796274	-0.059114914000000005	0.23528396	0.14603733	-0.14215222	1	1	-0.42856613	0.63502014	0.3056797	-0.44529524	0.54700786	-0.08442603	0.48152417	0.14985676	0.009960454	-0.42934179999999994	0.63546455	-0.2604924	-0.2604924	52	-1.1611790657043457	-0.020559430122375492	-1.321491241455078	-0.6049880981445312	-1.8180084228515625
a11	loc388499	si00515081	92	129	0	0.6026807	0.5811529000000001	0.7494115	0.9784645000000001	0.55477506	0.24140416	-1.3206413000000001	-0.022886012	0	0	-0.23525655	0.8614369000000001	-1.7617998	0.45223559999999996	-1.3074673	0.18165451	1.869793	0.7135189000000001	0.42091766	-0.8977828000000001	0.88546157	0.6014992180340171	0.4334238	-1.9947119999999998	1.0889312	0.42380488	-0.40259507	1.2498332	-0.55592084	0.19144385	1	1	-0.26322433	0.8678386	0.5520537	-1.6063459999999998	0.28339422	-0.13781025	1.0941331	-0.7835184000000001	0.30654842	-0.26411933	0.8685255	0.6014991999999999	0.6014991999999999	52	-1.788349986076355	1.5886279344558716	-3.0607540607452397	-1.0666652917861938	-1.2956541776657104
a05	none	si00408485	41	117	0	-0.56953293	0.74361414	0.14577448	0.3501715	-0.29881918	-0.768517	0.16923042	-0.61238205	0	0	-0.24438609	-0.19082066	1.1151906	0.43560573	0.4492831	0.7873045	0.13620575	0.7135189000000001	0.33759263	-0.1594756	-0.8573889000000001	0.40257807040720894	0.78760153	-1.0606811999999999	0.46369112	0.4959513	0.024614457000000003	1.2714691	-0.7542255	0.41857928	1	1	-0.22694133	-0.18242826	-0.24758110000000003	-0.5417821999999999	-1.0409918	0.10042859	0.72716874	0.06697351	0.28970426	-0.23279974	-0.19750644	0.40257806	0.40257806	52	-1.2181220054626465	1.0493181943893433	-1.1027365922927856	0.7950301766395569	-1.7132322788238523
a19	none	si00576681	166	73	0	-0.9599768	-1.3932838	0.20253581	1.1309831	-1.2597288999999998	-0.5217707	0.5904469	-1.1215146999999999	0	0	0.6269055	1.6381198000000001	0.8035153	-0.41251758	-0.8992029	-0.44875666	-1.0195191	0.7135189000000001	-0.2790127	0.8621236999999999	-0.097051755	-0.32679947089108696	0.32316092	-0.9861773000000001	1.7874702	0.9393280999999999	-0.25018385	0.86829484	-0.35498309999999994	-0.055818185	1	1	0.6517101	1.6611186999999998	-1.3195238999999999	-0.1441557	-1.9706928	-0.32965900000000004	0.029530697999999998	0.01781308	-0.27250078	0.64095354	1.643541	-0.32679948	-0.32679948	52	0.5996912717819214	0.2460950314998627	-1.5980558395385742	-1.9870787858963013	-3.0034141540527344
a14	none	si00517741	121	121	0	-0.37225294	0.30594715	0.18979238	0.670165	-0.32225190000000004	-0.30479732	1.1398423999999998	-0.5458187	0	0	-0.10228359	0.49374038	0.42044008	0.25267717	-0.82774323	-0.79254574	0.13620575	0.60950357	0.6542278	0.9965578000000002	-0.09940075	0.46888511961614504	0.96803164	-3.0350422999999997	0.40135770000000004	0.70703804	-0.1796585	1.9775779999999998	-0.64872175	0.46679899999999996	1	1	-0.09574203	0.4941957	0.49154076	-1.9147679	-0.28297672	0.095866434	1.4761798000000002	-1.4918046999999999	0.522266	-0.09870926	0.49476868	0.46888512	0.46888512	52	-1.902431964874268	1.5979870557785034	-3.36990737915039	-0.457109659910202	-1.9042612314224243
a06	none	si00577689	54	70	0	0.20429857	-1.8110845000000002	0.38823426	-0.15997465	-0.42821455	0.8971134	-1.634134	0.15367223	0	0	0.12712735	0.8505636999999999	-0.050222613	-0.4624072	-0.9825620999999999	1.1333505	0.13620575	-0.47570986	-0.42899778	-0.6779585	-1.2452444	-0.37652975779778897	0.26635882	-0.53985155	1.0079972	1.2116066	-0.18588793	0.6054467	1.5792975	-0.17716382	1	1	0.09917625	0.8398319	0.26677856	-0.9671529000000001	0.53645635	-0.14502731	0.7587255	1.525617	-0.015125086000000001	0.099057294	0.8408472	-0.37652975	-0.37652975	52	-1.5658483505249023	0.17644083499908447	-2.774130821228028	-1.4818111658096311	-0.4788307845592499
