k	within_cluster_variance	explained_variance	total_variance	BIC	n	p	path
100	0.9228383068703854	0.8154323386518294	5.000000000701815	4615.303364666938	10000	5	results/2019_08_15/kmeans_from_ica_from_single_cell_imaging_data/kmeans-fit-K100
