well	gene	sirna	image_idx	object_idx	is_infected	cells_areashape_area	cells_areashape_eccentricity	cells_areashape_extent	cells_areashape_formfactor	cells_areashape_majoraxislength	cells_areashape_minoraxislength	cells_areashape_orientation	cells_areashape_perimeter	cells_children_bacteria_count	cells_children_invasomes_count	cells_location_center_x	cells_location_center_y	cells_neighbors_anglebetweenneighbors_2	cells_neighbors_firstclosestobjectnumber_2	cells_neighbors_firstclosestxvector_2	cells_neighbors_firstclosestyvector_2	cells_neighbors_numberofneighbors_2	cells_neighbors_percenttouching_2	cells_neighbors_secondclosestobjectnumber_2	cells_neighbors_secondclosestxvector_2	cells_neighbors_secondclosestyvector_2	cells_parent_nuclei	nuclei_areashape_area	nuclei_areashape_eccentricity	nuclei_areashape_extent	nuclei_areashape_formfactor	nuclei_areashape_majoraxislength	nuclei_areashape_minoraxislength	nuclei_areashape_orientation	nuclei_areashape_perimeter	nuclei_children_cells_count	nuclei_children_perinuclei_count	nuclei_location_center_x	nuclei_location_center_y	perinuclei_areashape_area	perinuclei_areashape_eccentricity	perinuclei_areashape_formfactor	perinuclei_areashape_majoraxislength	perinuclei_areashape_minoraxislength	perinuclei_areashape_orientation	perinuclei_areashape_perimeter	perinuclei_location_center_x	perinuclei_location_center_y	perinuclei_parent_expandednuclei	perinuclei_parent_nuclei	prediction	f_0	f_1	f_2	f_3	f_4	r_0	r_1	r_2	r_3	r_4	r_5	r_6	r_7	r_8	r_9	r_10	r_11	r_12	r_13	r_14	r_15	r_16	r_17	r_18	r_19	r_20	r_21	r_22	r_23	r_24	r_25	r_26	r_27	r_28	r_29	r_30	r_31	r_32	r_33	r_34	r_35	r_36	r_37	r_38	r_39	r_40	r_41	r_42	r_43	r_44	r_45	r_46	r_47	r_48	r_49
a06	none	si00577689	54	60	1	0.7949625	0.53378916	-0.50607955	-1.0787371000000001	0.81995493	0.56940883	-1.4111506999999999	1.1498727	0	2	-0.14854181	-0.25800365	-0.5456928000000001	-0.6120760000000001	-0.6976495	1.1092373	0.13620575	-0.44646057	-0.41233277	1.2764776000000002	0.8455761	-0.542297380820129	0.8945231	-0.23551406	0.50714684	0.95600957	0.3972969	1.0014423000000001	1.1295146999999999	0.33329326	1	1	-0.13938816	-0.20862363	0.6817241999999999	-0.39007086	-0.008141294	0.5487005	1.0405105	1.092503	0.53612185	-0.13919266	-0.20866954	-0.54229736	-0.54229736	10	0.003043012693524361	-0.013413465581834316	0.0011681884061545136	0.0056468951515853405	0.0022022919729352	3.5471799787761134e-20	0.010002267499283743	1.724596166194694e-09	0.012550285260765005	0.002312388875515384	3.9764281326329466e-20	3.927485901665191e-15	3.763288836797581e-11	3.0181109957494754e-20	2.917092909138077e-15	0.636986918585309	6.659970743313581e-06	0.035063263468446224	0.00028984982825616695	1.8465048392525544e-10	2.4723467838070102e-15	8.46237221712118e-11	9.10953796659075e-24	9.10953796659075e-24	9.10953796659075e-24	9.10953796659075e-24	0.22424078587466115	2.603017712887309e-11	2.148533414719771e-07	0.003839726239523533	1.6578596327290527e-10	4.705348744128759e-17	1.1275115619715931e-23	0.01181901813592761	0.00017970096487394293	1.2350209012816294e-23	6.68841654401545e-07	2.68046418466589e-09	1.5150349821458356e-05	6.173197712891418e-10	2.4597918218407513e-11	2.0365195987665037e-13	3.9959412661950775e-10	0.0006086133790189875	0.015136437601285503	1.2474125283229488e-11	1.058940890888578e-06	0.0001732162036604859	3.886048261617041e-09	1.3234153593578622e-05	0.008530870019340034	0.02178725511790914	0.01639529106844115	4.7114560700169376e-05	3.6300718034687966e-10
a01	ptk2	none	2	60	1	0.42039514	-0.7877809	-1.4328755	-1.5768127	0.12229836	1.1471235	1.2529805	1.351054	0	2	-0.086856246	0.9099940999999999	-0.3005991	-0.5954461	-1.3109676000000001	0.99273485	0.13620575	-1.350252	-0.4623278	1.1310613	1.0807014	-0.542297380820129	1.1785336000000002	-0.5115574	0.087442644	0.78393286	0.4873448	1.3835958000000002	-1.6316186000000001	0.5781234000000001	1	1	-0.09553908	0.9065601999999999	0.8632629	-0.78213745	-0.2637893	0.61092	1.3946203000000001	-1.5836587	0.7963953	-0.09498295	0.90795237	-0.54229736	-0.54229736	10	-0.007762770168483256	-0.016997668892145157	0.00021253277373034507	0.006285804323852061	0.0031503103673458104	1.4403257400190142e-22	1.9340829913659693e-07	1.6495416228902875e-23	0.025802725114880843	2.2975283870058185e-06	1.6004203032920518e-23	0.001529827844908235	4.416435621410658e-18	1.6004375354912697e-23	0.00031810544887827483	0.8283377919833008	4.4490064405524534e-10	7.342950899352261e-07	3.38637097407929e-16	5.984695607259829e-13	1.3688445792586553e-19	7.012404537736053e-17	1.6004203032920518e-23	1.6004203032920518e-23	1.6004203032920518e-23	1.6004203032920518e-23	0.00804590440701402	8.65783422023579e-11	0.0003734538100157927	4.29476149475286e-15	7.339603394777295e-19	1.6004203032920518e-23	1.6004242622188704e-23	0.02746063022680893	8.660103449002529e-05	1.6004203032920518e-23	5.8636624833892e-12	0.00019573768291482164	2.5225511600810752e-23	3.163410276379884e-14	6.20324763349101e-11	0.031412838528926006	0.00010488068999041536	5.853402672177413e-08	0.053868808766170236	2.542000588360336e-11	1.4927977436484133e-07	0.0006287459468756955	1.7056533143669707e-09	3.099773847516956e-06	0.012519273523888435	1.6379765428853564e-06	0.009291837533928241	1.4664329783962454e-05	1.7394578656501885e-13
a03	msl1	si00498785	26	55	1	0.3671795	0.8444050999999999	-0.043241706	-0.15152965	0.7549795	-0.02197983	1.4811555	0.26117864	0	1	0.9840431000000001	0.4930052	0.9595264000000001	-0.49566692	1.1463478999999999	0.36662167	1.2919306000000002	-0.89865273	-0.79562795	-1.4739483999999998	0.21634768	-0.625181192331299	-0.13125578	0.7298011999999999	0.54788536	0.21465349	0.19959833	-0.41242284	1.6375118	-0.17406110000000002	1	1	1.0061792	0.4722901	0.32296909999999995	0.21307197	0.65291303	0.040715016	0.05716705	1.6261301000000001	-0.020015478	1.0080409	0.47247902	-0.6251812	-0.6251812	10	-0.00412159925326705	-0.006939569022506475	0.0007346269558183849	-0.0002184772311011329	-0.0024812319315969944	9.503155602786273e-11	5.71514851447476e-09	3.5160342806246817e-15	0.006300667262774728	1.0087647638850957e-09	1.0739816608474157e-18	9.67051742253172e-06	5.989722187346632e-11	1.1828712942685944e-20	8.41916919852486e-10	0.494101233045855	0.00011212153182207525	0.013996525095220314	2.4059586697118115e-07	4.673518736975514e-08	2.9153287440549016e-11	0.005072464185633276	5.1860722894223045e-24	5.1860722894223045e-24	5.1860722894223045e-24	5.1860722894223045e-24	0.030965718494602987	1.2793551970121268e-09	0.00226819002560363	2.022567010110284e-10	4.677433134686762e-16	5.1860722894223045e-24	3.235759747204071e-13	6.566880058179652e-05	0.06982528039251391	3.161062794343284e-13	0.00022778271845607734	2.996106318747675e-10	7.091942498729641e-18	8.965587257224219e-24	4.193635169482517e-06	0.00017618715710570612	0.00045969162985438905	0.030090028017327998	0.0633624057520184	0.16600663251248998	2.368705807191127e-13	0.004010401578030722	3.403338607360772e-10	0.006357429448823032	0.0005395350284241045	0.000428315540963582	0.09546600102159132	0.009603049767808871	0.00055050963650266
a03	msl1	si00498785	25	20	1	5.1351223	-0.6906595	0.35330674	0.87629557	2.1581037	3.8127387	0.39431363	1.8588026999999998	0	5	-1.2204211999999999	-0.18381960000000003	0.23167881	-1.2606409	-0.75995886	-2.457675	-1.0195191	-1.1398858	-1.2789133	-1.5863657	1.889099	-1.20536787290949	0.62053657	-0.17509794	0.44246256	0.73648286	0.24098855	0.7611551999999999	1.5392747	0.21953696	1	1	-1.2550954	-0.2030006	0.59959954	-0.53837377	0.15236026	0.29751095	0.9144701	1.4939486000000002	0.4005513	-1.2568678999999998	-0.20268776	-1.2053679	-1.2053679	10	0.002061691135168076	-0.02110220305621624	-0.0012539405142888427	0.015370004810392857	0.005504226312041283	2.4433717274069424e-23	0.004966115938401233	3.4095758769528473e-15	0.01258887134798067	0.0193774218742467	2.4433717274069424e-23	2.4049787473337025e-14	6.786187997742106e-19	3.966619187794174e-19	1.0094052254955645e-12	0.6119737842523185	1.5022542978889787e-11	1.2214783980159952e-06	4.160784598984473e-12	2.444009410018074e-23	2.446230658135485e-23	2.443371728008817e-23	2.4433717274069424e-23	9.630471515281511e-12	2.4433717274069424e-23	2.4433717274069424e-23	0.004593567127893545	1.2420758688845735e-12	1.7506158967362764e-08	6.027758365011445e-05	1.4922743101954696e-14	8.280969450131123e-23	2.4433717274069424e-23	2.694617372011389e-05	6.631478161552159e-08	2.4433717759073388e-23	2.375236278357076e-13	0.0049401865479585215	2.6220686559733884e-06	0.036529987101301634	1.6063662429321803e-19	2.0572044101385146e-13	1.2198513421774088e-10	1.1990400816254547e-09	0.018379924768933145	2.444712297149126e-23	0.003383236638066293	9.033076408963276e-07	1.792461007560702e-13	5.273289052897123e-14	0.2796290774835988	0.0006029979027476723	0.00294277318868547	4.205392609633553e-11	4.974918837312558e-21
a01	ptk2	none	2	106	1	2.9356415	0.5085067	0.00083307194	-0.5355456000000001	1.9693118000000003	1.7382236	1.0015134	1.9412165000000001	0	2	1.4740459	-0.69575965	-0.7593158	0.1362681	-2.1657462000000005	-0.6193678	-1.0195191	-1.9249517	0.23760256	0.20511846	-2.1260282999999998	0.22023368508263502	0.91122955	-0.6249425999999999	0.07618087	0.64275086	0.30677798	1.2719021000000001	0.44260898	0.4512009	1	1	1.4831391999999999	-0.6874695	0.73791474	-0.9426809000000002	-0.15026946	0.38452202	1.2761619	0.47580013	0.64624476	1.4845712	-0.6894733000000001	0.22023368	0.22023368	10	0.004636076744645834	-0.02655715122818947	-0.002319116145372391	-0.0044134403578937045	-0.00015477891429327428	5.5678869454426314e-08	2.4454971874048968e-05	1.1508390454160336e-19	0.07561992489495531	3.895115820393617e-10	8.922747101658942e-23	9.938366646383245e-21	1.913338536909768e-17	8.922747101680562e-23	9.198562302787809e-23	0.5761943789777855	1.8243924030946868e-08	8.951773839198948e-07	7.378695376052395e-06	1.2165783437972262e-22	8.922925170310325e-23	4.4529467777511766e-08	8.922747101658942e-23	8.922747101658942e-23	8.922747101658942e-23	8.922747101658942e-23	0.0008479789313189014	1.2473072294028274e-21	2.477782275908994e-13	0.0017334723693674355	8.922752321928686e-23	2.3271764267635793e-13	8.922747101658947e-23	3.5780508713185324e-13	2.3529501188170762e-07	8.922747101658942e-23	1.925272508718991e-13	8.922747101658942e-23	0.0019293008389033054	8.922747101658942e-23	5.441110341252744e-11	5.436094431942761e-17	9.291744551479143e-23	1.8046947926886408e-12	0.00014758461245934203	1.1108921947929558e-08	8.922755380167953e-23	3.050647711941233e-07	6.3608991720927025e-19	0.045527947001853634	1.4816783838349984e-19	7.568301674280452e-07	1.9543428102882095e-07	0.2979650608965497	7.058605995208989e-19
a04	none	si00577353	33	87	1	0.58945024	-0.692462	-1.1302526000000002	-1.2745975	0.22526433	1.2163992000000001	0.9705780999999999	1.1718107	0	2	0.5845531999999999	0.6897854999999999	1.1001331	-0.16306955	-0.9272111999999999	-1.201114	0.13620575	-0.70876116	-0.06236759	0.5435515999999999	1.7302773999999999	-0.0947247986598111	0.8644514000000001	-2.101588	-0.95980877	-1.3295938999999999	-0.026145736	1.8280766	0.8007076	1.2872456	1	1	0.6132291999999999	0.64635634	1.2436296999999998	-1.5381995000000002	-0.07262266	0.23061131	1.45155	1.2794687	0.97842383	0.6129066	0.65161914	-0.0947248	-0.0947248	10	-0.005732686724513769	-0.01761004701256752	0.003026156220585108	0.0006045790505595505	0.006887392606586218	3.5020713991545586e-12	1.519819637476207e-15	1.1985626689768584e-20	0.0240897517240063	6.977407777056963e-08	3.350713215709002e-23	0.0006395163746861142	2.1170529379001377e-13	3.3507132157090007e-23	2.430931877878601e-09	0.787585350795091	1.9828717745632893e-07	4.7692272116801426e-05	2.88341050332624e-11	9.044273628357412e-11	4.53804288557538e-18	1.4790996258505372e-12	3.3507132157090007e-23	3.3507132157090007e-23	3.3507132157090007e-23	3.3507132157090007e-23	0.02454056294518756	1.786260599811437e-09	0.00038588483891400263	2.6506931922489494e-12	6.434662591756156e-18	3.3507132157090007e-23	3.3507132465697975e-23	0.0004952295388645584	6.494824865445941e-07	3.3507132157090007e-23	1.0297970312925556e-17	7.143698086944908e-12	8.05659939583743e-19	3.35237821646621e-23	1.1328207129592355e-08	0.0055972893535493964	0.0001293180505323691	1.1980516566488645e-11	0.004239838714449896	1.7657918005926616e-13	1.0294073583939122e-14	0.1305844018346972	1.3321745171583055e-06	0.011517716935353191	3.47343735062597e-05	6.275529073782844e-05	0.009599626251352009	0.00044806529681508514	4.930405036862792e-14
a02	abl2	none	15	47	0	2.0924240000000003	0.21139464	-0.6610478	-0.86530983	1.972015	2.2898905	1.5521530000000001	1.7903858	0	0	-1.0343271	1.0785016	1.4477093	-0.8448941999999999	-1.4293152	-0.5679818	2.4476554	0.7135189000000001	-0.5289878	1.1732813	0.5950161	-0.757795290749171	0.4100347	-0.30911726	0.48964834	1.0240886999999999	0.01374641	0.63488215	-1.1972966999999999	-0.01971635	1	1	-1.0994627000000001	1.0998370000000002	0.28406796	-0.47186762	0.24452649	0.11140375599999999	0.68744814	-1.208579	0.12044475	-1.0994217	1.1014781999999999	-0.7577953000000001	-0.7577953000000001	10	-0.010149016976356506	-0.014987641014158726	-0.00038163509452715516	0.010616078041493893	0.005051931831985712	1.652591161848615e-23	2.8510559565823544e-07	1.6531594068915117e-23	0.012511102478516663	2.609558157376111e-05	1.652591157265618e-23	0.01630787763117499	7.930278920845537e-20	1.6568676235703715e-23	0.05562447503152427	0.2676883545009664	3.079024169196584e-13	1.0545071644914626e-08	3.575082547327245e-23	5.30922812479176e-13	1.268807527756586e-16	2.2823307613889296e-23	1.652591157265618e-23	1.652591157265618e-23	1.652591157265618e-23	1.652591157265618e-23	0.006633560135863895	2.331033370070772e-08	4.1821783280033416e-05	1.3316337434378124e-20	9.387960310825756e-18	1.652591157265618e-23	1.6526210544450244e-23	0.1821723639657908	5.508325500271334e-05	1.6526192720235384e-23	2.0696608836941666e-12	0.22159157876541025	1.6525912228219912e-23	1.431896808126639e-09	9.82590366837922e-13	0.1965873895855653	1.2191882098155873e-06	1.2075924507032029e-08	0.03023613507969235	1.9968557298173507e-17	0.0014946583657971758	1.6277635256063932e-05	1.751055209862814e-08	2.5197200493140105e-09	0.00764168230204157	8.683723036165554e-08	0.0013698776219157225	7.75191915790829e-09	2.830712842974901e-13
b14	none	si00411705	337	147	0	-0.19614160000000003	-0.47737070000000004	-0.12020701	-0.5931981	-0.34031978	0.31433055	-0.5149348	0.053402044	0	0	1.5022643	-0.11938953	-0.99848646	0.8846122	-0.23032528	1.4268929	-1.0195191	-1.1871518	0.80421287	-1.2470261	0.25507328	0.8998809394742291	0.3265022	0.49513820000000003	0.111848064	0.33281785	0.46455562	0.1811082	-0.34921136	0.14360164	1	1	1.496212	-0.12548693	0.543409	0.11511584	0.21290447	0.38955322	0.45411628	-0.41289344	0.3312719	1.4976274	-0.12296789999999999	0.89988095	0.89988095	10	0.0014283608179539444	-0.009750084020197392	0.002101975493133068	-0.010259459726512432	-0.0013517403276637194	0.13379999175841675	5.506788678197987e-20	2.6596248041570837e-10	0.0032730340415635896	5.113168983792167e-16	1.6054779460413688e-10	1.1042726207420533e-13	2.154322089434845e-07	6.468448280552727e-24	6.4703910199985276e-24	0.4443247214254756	0.003521011873493067	0.014535374137961472	9.687174438898276e-05	1.5665397092507344e-16	6.962276093914487e-13	0.0003557255958899641	6.46844827982658e-24	6.46844827982658e-24	6.46844827982658e-24	6.46844827982658e-24	0.056731467154766166	2.045983613503343e-11	1.9643779970212397e-06	0.0004885941033979039	1.0242732407118154e-23	1.2345203733664408e-20	1.582154452639535e-15	1.844475473058644e-15	0.002324661292461225	6.46844827982658e-24	3.6220477742314743e-06	6.4684482798266335e-24	3.789129902994977e-08	6.46844827982658e-24	0.0005279226739149798	1.7380384149238251e-10	1.6295179611984474e-16	0.0007372981277260117	0.002190387038159152	0.0016615964997805414	6.468448279834922e-24	0.0032249091288865392	2.426476590518112e-09	0.2523683924638301	9.636769792111028e-17	0.008534174164759458	0.0015853121578802056	0.06968031602386164	3.2395796045556544e-05
a07	none	si00574497	57	147	0	0.64472395	1.0216646	-0.5479045	-0.7625727	1.4419013	0.12714109	-1.7293990000000001	0.7976008000000001	0	0	0.56332266	-0.33580154	1.0351517	1.0675408000000002	1.1204782	-0.18525244	0.7140681999999999	0.7135189000000001	0.75421786	-1.1074469999999998	-0.2677903	0.8998809394742291	0.3632565	-0.21374974	0.34422874	0.71833324	0.06872260599999999	0.60545915	1.1467086000000002	0.042340364000000005	1	1	0.55321133	-0.30353487	0.46560666	-0.3543657	0.33862197	0.18934578	0.67330563	1.1235335	0.21779865	0.55544287	-0.30523393	0.89988095	0.89988095	10	0.002587385009974241	-0.011851562187075615	0.0018363012932240965	-0.0065561654046177855	0.001993208192288876	0.0013968029628892507	1.6330042058037232e-15	2.109853330117449e-09	0.003187830397768047	2.386910107204059e-11	2.990192119121272e-12	4.618623205124385e-15	3.2987510379364167e-08	5.3100542700627404e-24	6.3660184129923795e-24	0.4815562864798861	0.00041663431636058864	0.0798627341973626	0.0007396063568003517	9.040727369416728e-13	2.2999766143256608e-11	0.0002874558780364061	5.31005424723178e-24	5.31005424723178e-24	5.3100542472318035e-24	5.31005424723178e-24	0.2244283259595842	2.1611760358720757e-10	3.5583694703172666e-07	0.0029615712277042713	8.1159274509489915e-19	3.8856259206006685e-17	2.1524852384438824e-19	1.5220196418946166e-10	0.00012372877877343558	5.31005424723178e-24	8.059290510590512e-08	5.310055154451943e-24	1.7737717824117275e-06	5.31005424723178e-24	2.456306048993393e-05	3.6318186323255876e-12	7.756491130363675e-15	1.4104891555748886e-05	0.0020799135718088907	1.5242967685498763e-06	5.3159897657080416e-24	0.0017718775698938427	1.8859925671959203e-07	0.14017316690076626	4.944656199302266e-13	0.020213124820260227	0.0077744971077638	0.03298313141875486	6.854852945869812e-07
a06	none	si00577689	48	129	1	1.4726531999999999	0.37247929999999996	0.024424246	0.48411447	1.0202328999999999	1.0181099	0.5724656	0.60919756	0	2	0.32051063	-0.3248123	-1.1914933	0.63516414	0.4905594	1.6495591	-1.5973815	-1.3124334999999998	0.5209077	-1.2343407	1.2694611999999998	0.6014992180340171	0.91457087	-0.20617917	0.49461615	0.8989896	0.42757282	1.0048809	-1.7080971999999999	0.3655377	1	1	0.3231295	-0.2985408	0.7249477	-0.6326486	-0.0046708486	0.4700654	1.1500946	1.7298063999999997	0.5668219	0.32346149999999996	-0.29864907	0.6014991999999999	0.6014991999999999	10	0.00418830756098032	-0.014974335208535194	0.0016854687128216028	-0.0023901972454041247	0.004115835297852755	1.476578755453919e-07	6.409000600294684e-10	3.956721613483704e-09	0.0042945078785338285	3.4641816240653193e-07	3.2242414407410337e-16	1.3497452626557635e-17	1.5417569353903475e-09	6.40544735329649e-24	4.999374834744803e-23	0.5612034739365469	1.063040987517561e-05	0.09162660790820154	0.0012982990047464282	2.495786597328545e-11	1.3732856887853644e-12	1.0688074397938251e-06	6.405445394256122e-24	6.405445394256122e-24	6.405445394256122e-24	6.405445394256122e-24	0.2655878964568833	5.5555428567276345e-11	1.0663217480312538e-08	0.020625022101464163	5.057373092786318e-15	4.0049298428452056e-13	6.785131553286286e-24	5.117923496282454e-07	3.318014181308301e-06	6.405445394256122e-24	2.66801250701652e-09	7.19216606956038e-24	0.0001899043375661023	6.405447297680964e-24	8.207674320192533e-08	6.7517767643887906e-15	5.186347204909523e-15	1.0235642517644354e-07	0.0014227988137517273	6.184112210325378e-12	4.028758922127556e-19	0.0003647475066304201	1.6994952924430346e-07	0.019335241050986596	5.72395844061353e-10	0.021601678734860044	0.0075696914844312155	0.0048637328396354115	3.316879355041203e-10
