k	within_cluster_variance	explained_variance	total_variance	BIC	n	p	path
50	55666.4116079713	0.7751749686008845	247598.81611736896	57978.20704133732	10000	5	results/2019_08_15/kmeans_from_pca_from_single_cell_imaging_data/kmeans-fit-K50
